predicate,argument,role_type,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
hit,brother,ARG1,My brother hit the winning goal in the final seconds of the game.,1.0,"Yesterday, my brother hit a new personal record in his marathon training.",1.0,"In the debate, my brother hit on several key points that swayed the audience.",1.0,"During the renovation, my brother hit a water pipe with his hammer, causing a huge mess.",1.0,"While exploring the old mansion, my brother hit his head on a low beam.",1.0,"4.1
",1.0
hit,creature,ARG0,The creature hit the ball with a surprising amount of force.,1.0,"In the dark alley, the creature hit the thief to protect the child.",1.0,,0.75,"The creature hit the target with precision, impressing everyone.",1.0,"During the fight, the creature hit its opponent with a powerful blow.",1.0,"5.0
",0.95
hit,creature,ARG1,The creature hit the ball with a surprising amount of force.,1.0,"In the dark alley, the creature hit the thief to protect the child.",1.0,"During the battle, the creature hit its opponent with a mighty roar.",1.0,The creature hit the ground hard after being pushed off the cliff.,1.0,"As the game progressed, the creature hit the target with impeccable accuracy.",1.0,"5.0
",1.0
hit,earthquake,ARG2,The city was devastated when it was hit by a massive earthquake.,1.0,Many buildings collapsed after being hit by the earthquake.,1.0,The region has never fully recovered from being hit by the earthquake.,0.25,Emergency services were immediately deployed after the area was hit by the earthquake.,1.0,Infrastructure damage was extensive when the earthquake hit.,0.0,"2.7
",0.65
hit,earthquake,ARG1,The earthquake hit the city with unexpected ferocity.,1.0,"A devastating earthquake hit the coastal region, causing widespread destruction.",1.0,"Without warning, the earthquake hit, toppling buildings and opening fissures in the streets.",1.0,"The earthquake hit at dawn, waking residents with its violent shaking.",1.0,"Just as rescue operations were underway, another powerful earthquake hit, complicating the efforts.",1.0,"1.3
",1.0
hit,man,ARG0,The man hit the ball with precision.,1.0,"In the game, the man hit a home run.",1.0,"Frustrated, the man hit the desk with his fist.",1.0,"During the fight, the man hit his opponent hard.",1.0,The man hit the nail on the head while building the fence.,1.0,"5.6
",1.0
hit,man,ARG1,The man hit the ball with precision.,1.0,"In the dark alley, the man hit the thief to protect himself.",1.0,"During the boxing match, the man hit his opponent hard, knocking him down.",1.0,"Frustrated with the malfunctioning device, the man hit it on the side, hoping it would work.",1.0,The man hit the drum with enthusiasm during the parade.,1.0,"4.1
",1.0
hit,market,ARG2,The new product hit the market with unexpected success.,0.75,"After years of development, their innovative software finally hit the market.",1.0,"The latest smartphone model hit the market last week, causing long lines at stores.",1.0,Rumors are swirling that the revolutionary electric car will hit the market by the end of the year.,0.75,"Once the budget-friendly tablets hit the market, they sold out within days.",1.0,"1.7
",0.9
hit,market,ARG1,The new product hit the market with unexpected success.,0.75,"After years of development, the innovative software finally hit the market.",0.5,The latest fashion trend hit the market and caused a sensation.,0.75,"As soon as the budget smartphones hit the market, sales skyrocketed.",0.25,The revolutionary health supplement hit the market and changed the industry forever.,0.75,"3.7
",0.6
hit,mummy,ARG0,The mummy hit the explorer with a sudden curse.,0.75,"In the ancient tomb, the mummy hit the ground with a thud as it fell from its sarcophagus.",1.0,"The mummy hit the thief with an unexpected burst of speed, catching him off guard.",1.0,"During the night, the mummy hit the campsite, causing chaos among the archaeologists.",1.0,The mummy hit the intruder with such force that he was thrown back several feet.,1.0,"2.3
",0.95
hit,mummy,ARG1,The mummy hit the explorer with a sudden curse.,1.0,"In the movie, the mummy hit the villain with an ancient staff.",1.0,"During the excavation, the mummy hit the ground with a thud after falling from its sarcophagus.",1.0,The mummy hit the treasure hunter with a wave of fear as it emerged from the shadows.,1.0,"Unexpectedly, the mummy hit the ball out of the park during the supernatural beings' baseball game.",1.0,"2.2
",1.0
hit,opponent,ARG0,,0.25,,0.25,,0.25,,0.25,,0.25,"5.3
",0.25
hit,opponent,ARG1,The boxer hit his opponent with a powerful uppercut.,1.0,"During the match, the player hit the opponent with a swift strike.",1.0,"In a surprising move, the knight hit the opponent, knocking them off their horse.",1.0,The warrior hit the opponent with such force that it echoed throughout the arena.,1.0,"With precision, the fencer hit their opponent, scoring the winning point.",1.0,"5.7
",1.0
hit,player,ARG0,The player hit the ball with tremendous force.,1.0,"In the final seconds, the player hit a stunning goal.",1.0,"During the match, the player hit his opponent by mistake.",1.0,The player hit the ground hard after a rough tackle.,1.0,"Frustrated by the game, the player hit the water bottle off the bench.",1.0,"5.6
",1.0
hit,player,ARG1,The player hit the ball with tremendous force.,1.0,"In the final moments, the player hit a home run that won the game.",1.0,"During the match, the player hit the opponent by mistake.",1.0,The player hit the ground hard after a rough tackle.,1.0,"Frustrated by the loss, the player hit the locker with his fist.",1.0,"5.7
",1.0
hit,quake,ARG2,The sudden hit of the quake startled everyone in the city.,0.75,,0.25,Survivors described the hit of the quake as terrifyingly powerful.,0.75,The hit of the quake caused buildings to sway dangerously.,0.25,,0.25,"3.4
",0.45
hit,quake,ARG1,"The quake hit the city, causing widespread destruction.",1.0,"A sudden quake hit the small town, leaving the residents in shock.",1.0,"Without warning, the quake hit, toppling buildings and cracking streets.",1.0,"The quake hit at midnight, waking everyone with its violent shakes.",1.0,"Just as they thought they were safe, the quake hit, proving them wrong.",1.0,"1.2
",1.0
hit,stock,ARG2,"The news hit the stock, causing it to plummet.",0.75,"The scandal hit the stock, leading to a sharp decline in its value.",1.0,"The unexpected earnings report hit the stock, triggering a sell-off.",0.75,"The global event hit the stock, resulting in a temporary dip.",0.75,"The lawsuit hit the stock, eroding investor confidence.",0.75,"2.7
",0.8
hit,stock,ARG1,The stock hit a new high yesterday.,1.0,"After the announcement, the stock hit its lowest point in months.",1.0,"The stock hit a plateau, showing no significant movement for weeks.",1.0,"Unexpectedly, the stock hit a surge in value right before the market closed.",0.75,"Following the merger news, the stock hit unprecedented levels.",1.0,"2.0
",0.95
increase,amount,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"2.4
",0.0
increase,amount,ARG1,The amount of renewable energy used worldwide has significantly increased over the past decade.,1.0,"Due to improved marketing strategies, the amount of traffic to our website has dramatically increased.",1.0,"With the new investment, the amount of resources available for research and development increased substantially.",1.0,"After the policy change, the amount of public funding for the arts increased.",1.0,The amount of data being generated and stored online has increased exponentially in recent years.,1.0,"5.5
",1.0
increase,authority,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"6.0
",0.0
increase,authority,ARG1,The government's new policy will increase authority over environmental regulations.,1.0,The recent reforms aim to increase authority in the hands of local communities.,1.0,"To increase authority within the organization, the CEO implemented stricter guidelines.",1.0,The latest legislation is designed to increase authority over financial markets.,0.75,The training program is expected to increase authority among team leaders.,0.75,"2.9
",0.9
increase,bank,ARG0,The bank increased its interest rates to combat inflation.,1.0,,0.0,,0.0,,0.0,The bank increased its investment in renewable energy projects.,1.0,"6.0
",0.4
increase,bank,ARG1,,0.75,,0.75,,0.75,,0.75,,0.75,"2.4
",0.75
increase,company,ARG0,,0.75,,0.75,The company increased its market share through strategic acquisitions.,1.0,The company increased its investment in renewable energy.,1.0,The company increased its product range to attract more customers.,1.0,"5.2
",0.9
increase,company,ARG1,,0.75,"Due to innovative strategies, the company increased its market share.",1.0,"Following the merger, the company increased its workforce by 20%.",1.0,The company increased its investment in renewable energy resources.,1.0,,0.75,"2.6
",0.9
increase,industry,ARG0,,0.75,,0.75,The automotive industry increased its focus on electric vehicles.,1.0,,0.75,The technology industry increased its market share globally.,1.0,"5.7
",0.85
increase,industry,ARG1,The government's new policy will likely increase industry growth over the next decade.,0.75,Technological advancements have been known to significantly increase industry efficiency.,0.75,,0.75,Investments in renewable energy sources aim to increase industry sustainability in the long term.,0.75,,0.75,"3.0
",0.75
increase,model,ARG0,,0.25,Our model increased the efficiency of the data processing system.,1.0,,0.25,Their model increased understanding among the team regarding complex algorithms.,1.0,This model increased the speed of information retrieval in the database.,1.0,"2.6
",0.7
increase,model,ARG1,,0.75,Our new algorithm helps the model increase its efficiency in data processing.,1.0,"With more data, the model increases its ability to recognize complex patterns.",1.0,The model increases the company's capability to forecast sales more accurately.,1.0,"By incorporating advanced features, the model increases its predictive power.",1.0,"3.5
",0.95
increase,move,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"4.0
",0.0
increase,move,ARG1,,0.0,An increase in strategic moves has significantly impacted the game's outcome.,0.75,,0.0,,0.0,The policy change led to an increase in move-ins at the new residential complex.,0.75,"2.0
",0.3
increase,number,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.6
",0.0
increase,number,ARG1,The number of participants in the study has increased significantly over the past few months.,1.0,"Due to the marketing campaign, the number of visitors to the website increased by 50%.",1.0,"The number of endangered species in the region has increased, indicating a failure in conservation efforts.",1.0,"With the new policy implementation, the number of complaints received has increased dramatically.",1.0,"The number of cars on the road increases every year, contributing to the growing traffic congestion.",1.0,"5.5
",1.0
increase,rate,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"4.7
",0.0
increase,rate,ARG1,The central bank's new policy will likely increase the interest rate.,1.0,Efforts to improve the software's efficiency significantly increase the processing rate.,1.0,The recent economic boom is expected to increase the employment rate.,0.75,Innovations in technology often increase the rate of productivity.,0.75,The introduction of new predators into the ecosystem can increase the mortality rate among certain species.,1.0,"5.8
",0.9
increase,revenue,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"4.0
",0.0
increase,revenue,ARG1,The new marketing strategy significantly increased revenue within the first quarter.,1.0,Implementing advanced analytics tools has helped to increase revenue by identifying untapped market segments.,1.0,The introduction of the premium product line was a major factor that increased revenue beyond projections.,1.0,Efforts to improve customer satisfaction have been successful in increasing revenue through repeat business.,1.0,Expanding into international markets has dramatically increased revenue for the company.,1.0,"5.8
",1.0
increase,sale,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"5.6
",0.0
increase,sale,ARG1,The sale of electric vehicles has significantly increased over the past year.,1.0,A successful marketing campaign can dramatically increase sales.,1.0,"To increase sales, the company introduced a new line of eco-friendly products.",1.0,The holiday season always sees an increase in sales for retail stores.,1.0,Implementing an online ordering system helped increase the restaurant's sales.,1.0,"2.7
",1.0
inform,administration,ARG0,The administration informed the public about the new policy changes.,1.0,"Before making any decisions, the administration informed the board of the latest developments.",1.0,The administration informed the staff about the upcoming holiday schedule.,1.0,"To ensure transparency, the administration informed stakeholders of the financial status.",1.0,The administration informed the students about the new academic requirements.,1.0,"6.0
",1.0
inform,administration,ARG1,The whistleblower decided to inform the administration about the ongoing corruption within the department.,1.0,"After discovering the error in the financial report, the accountant chose to inform the administration to rectify the mistake.",1.0,The consultant will inform the administration about the new regulations that could impact the company's operations.,1.0,It is crucial for the safety officer to inform the administration about any breaches in security protocols immediately.,1.0,The environmental agency must inform the administration about the potential risks of not adhering to sustainability practices.,1.0,"5.6
",1.0
inform,center,ARG0,The center informed the community about the upcoming health workshop.,1.0,The center informed visitors of the new exhibition dates.,0.75,The center informed the public about the change in opening hours.,1.0,The center informed the members about the annual meeting.,1.0,The center informed the authorities about the environmental findings.,0.75,"4.9
",0.9
inform,center,ARG1,The center informed the community about the upcoming health workshop.,1.0,The center informed visitors of the new opening hours.,1.0,The center informed the staff about the change in policy.,1.0,The center informed the public of the emergency evacuation plan.,1.0,The center informed participants about the schedule for the day.,1.0,"4.0
",1.0
inform,committee,ARG0,The committee informed the public about the new policy changes.,1.0,"After thorough deliberation, the committee informed the mayor of their decision.",1.0,The committee informed all members about the upcoming meeting schedule.,1.0,"Due to unforeseen circumstances, the committee informed stakeholders of the delay in the project.",1.0,The committee informed the press about their stance on the recent legislative proposal.,1.0,"5.9
",1.0
inform,committee,ARG1,The CEO will inform the committee about the latest financial projections.,1.0,The scientist agreed to inform the committee of her groundbreaking research findings.,1.0,It's crucial to inform the committee about the changes in the project timeline.,1.0,The consultant needs to inform the committee regarding the risks involved in the new strategy.,1.0,Please inform the committee about the upcoming audit procedures.,1.0,"5.3
",1.0
inform,employee,ARG0,The employee informed the manager about the project's progress.,1.0,An employee informed her team about the upcoming meeting.,1.0,The employee informed the new intern about the office protocols.,1.0,An employee informed the customer about the delay in service.,1.0,The employee informed the HR department about her leave of absence.,1.0,"5.2
",1.0
inform,employee,ARG1,,0.5,Please inform the employee of their meeting schedule for next week.,1.0,We must inform the employee that their vacation request has been approved.,1.0,Can you inform the employee about the changes in their job responsibilities?,1.0,HR decided to inform the employee regarding the update in the health benefits plan.,1.0,"5.6
",0.9
inform,foundation,ARG0,The foundation informed the community about the new park project.,1.0,The foundation informed its donors about the successful completion of the campaign.,1.0,The foundation informed the board of the latest research findings.,1.0,The foundation informed the public about changes in its grant application process.,1.0,The foundation informed the government about the impact of its programs.,1.0,"4.2
",1.0
inform,foundation,ARG1,The foundation informed the community about the new educational program.,1.0,The foundation informed its donors about the successful completion of the project.,1.0,The foundation informed the government about the urgent need for policy changes.,1.0,The foundation informed the public about the environmental crisis through a press release.,1.0,The foundation informed the volunteers about the upcoming charity event.,1.0,"3.4
",1.0
inform,network,ARG0,The network informed its users about the upcoming maintenance.,1.0,The network informed the public about a data breach.,1.0,The network informed its subscribers of the new privacy policy.,1.0,The network informed the authorities about the cyber attack.,0.75,The network informed the employees about the system upgrade.,0.75,"4.4
",0.9
inform,network,ARG1,The network informs its users about the latest updates.,1.0,The network informed the community about the scheduled maintenance.,0.75,The network informs the public about data breaches immediately.,0.75,The network informed its subscribers about the new privacy policy.,1.0,The network informs stakeholders about financial results quarterly.,0.75,"2.6
",0.85
inform,police,ARG0,The police informed the local community about the new safety measures.,1.0,The police informed the suspect's family about the ongoing investigation.,1.0,The police informed the school about the potential threat in the area.,1.0,The police informed the media about the arrest of the wanted criminal.,1.0,The police informed the city council about the increase in patrol units.,1.0,"5.8
",1.0
inform,police,ARG1,The police inform the community about the new safety measures.,1.0,The police inform the suspect of their rights during the arrest.,1.0,The police inform the local schools about the traffic changes.,1.0,The police inform the mayor about the crime rates in the city.,1.0,The police inform the public about the search for a missing person.,1.0,"6.0
",1.0
inform,public,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"3.8
",0.0
inform,public,ARG1,The government decided to inform the public about the new health guidelines.,1.0,The company will inform the public of the product recall immediately.,1.0,Local authorities have an obligation to inform the public about emergency evacuation plans.,1.0,The museum plans to inform the public about the new exhibition through social media.,1.0,The environmental agency regularly informs the public about air quality levels.,1.0,"5.9
",1.0
inform,reader,ARG0,The reader informed the community about the upcoming library event.,1.0,The reader informed her book club of the next meeting date.,1.0,The reader informed the author about the typo in the manuscript.,1.0,The reader informed the publisher of their interest in the new novel.,1.0,The reader informed fellow enthusiasts about the rare book exhibition.,1.0,"4.1
",1.0
inform,reader,ARG1,The article aims to inform readers about the latest developments in renewable energy.,1.0,This book informs readers about the complexities of human psychology.,1.0,Our newsletter is designed to inform readers of upcoming community events.,1.0,The guidebook informs readers about the best practices for sustainable living.,1.0,This blog post will inform readers about the benefits of a plant-based diet.,1.0,"5.9
",1.0
inform,secretary,ARG0,The secretary informed the staff about the upcoming meeting.,1.0,The secretary informed the boss of the day's schedule.,1.0,The secretary informed the clients about the new policies.,1.0,The secretary informed the visitors about the office hours.,1.0,The secretary informed the team about the project updates.,1.0,"6.2
",1.0
inform,secretary,ARG1,,0.5,Please inform the secretary of the new password for the office computer.,1.0,Can you inform the secretary that the 3 PM appointment has been canceled?,1.0,,0.5,It's crucial to inform the secretary regarding the CEO's visit next week.,1.0,"5.8
",0.8
inform,system,ARG0,The system informs users of upcoming maintenance.,1.0,The system informs the network about security breaches.,1.0,The system informs the administrator of any unusual activity.,1.0,The system informs stakeholders about performance metrics.,0.75,The system informs clients of any changes in service availability.,1.0,"4.6
",0.95
inform,system,ARG1,The system informs users of upcoming maintenance.,1.0,This system informs the team about real-time data changes.,1.0,Our system informs clients of their transaction status.,1.0,The new system informs stakeholders of any critical updates.,1.0,That system informs employees about policy modifications.,0.75,"1.9
",0.95
kill,antibody,ARG0,The antibody kills the virus effectively.,0.75,This antibody kills harmful bacteria in the body.,1.0,A newly discovered antibody kills cancer cells without harming healthy cells.,1.0,The antibody kills pathogens by recognizing their unique markers.,1.0,"After being engineered in the lab, the antibody kills the targeted microbes with precision.",1.0,"5.9
",0.95
kill,antibody,ARG1,The antibody kills the virus upon detection.,1.0,A newly discovered antibody kills harmful bacteria without damaging the host cells.,1.0,This specific antibody kills cancer cells by targeting their unique markers.,1.0,"In the lab, the antibody kills pathogens more effectively than any previously known treatment.",1.0,,0.75,"4.1
",0.95
kill,cell,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"2.8
",0.0
kill,cell,ARG1,The antibiotic successfully managed to kill the bacterial cells.,1.0,Radiation therapy is designed to kill cancer cells without harming too much of the surrounding healthy tissue.,1.0,The disinfectant claims to kill 99.9% of germs and cells on surfaces.,0.75,"In the lab, researchers found a new compound that can kill cells infected with the virus.",1.0,"Excessive exposure to the sun can kill skin cells, leading to premature aging.",1.0,"5.7
",0.95
kill,girl,ARG0,The girl killed the spider that was crawling on her bed.,1.0,"In the video game, the girl killed the dragon to save the village.",1.0,The girl killed time at the airport by reading a novel.,1.0,"During the fencing match, the girl killed her opponent's chances with a surprising move.",0.75,The girl killed the engine of her car as she arrived home late at night.,1.0,"2.2
",0.95
kill,girl,ARG1,The girl killed time by reading a novel.,1.0,"In the video game, the girl killed the dragon to save the village.",1.0,"During the play, the girl killed her character's enemy with a clever trap.",1.0,"In her dream, the girl killed the monster that had been chasing her.",1.0,The girl killed the silence by starting a conversation.,1.0,"4.1
",1.0
kill,group,ARG0,The group killed time waiting for the concert to start.,1.0,,0.75,The group killed the proposal before it could even be discussed.,1.0,,0.75,The group killed their chances of winning by arguing among themselves.,1.0,"3.4
",0.9
kill,group,ARG1,The group killed the oppressive regime's chances of survival with their relentless protests.,1.0,"A mysterious virus killed the entire group within weeks, leaving the community in shock.",1.0,"The group killed the competition, securing first place with their innovative project.",1.0,"In the ancient legend, the group killed the dragon to save the kingdom from destruction.",1.0,The group killed time at the airport by playing cards and sharing stories.,1.0,"3.0
",1.0
kill,house,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.7
",0.0
kill,house,ARG1,The dilapidated house killed the festive mood of the neighborhood.,0.5,,0.0,,0.0,,0.0,,0.0,"1.0
",0.1
kill,item,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"2.7
",0.0
kill,item,ARG1,The malfunctioning machine could kill the item's functionality within seconds.,0.25,"A sudden power surge was enough to kill the item, rendering it useless.",1.0,Excessive heat can kill the item's delicate internal components.,0.25,Water damage is known to kill the item's electronic circuitry on contact.,0.25,"Without proper care, rust can kill the item's structural integrity over time.",0.25,"1.3
",0.4
kill,lion,ARG0,The lion killed the zebra in a swift hunt.,1.0,"In the dead of night, the lion killed a wandering hyena that trespassed its territory.",1.0,The lion killed the buffalo after a long and exhausting chase.,1.0,The lion killed the hare that was too slow to escape its grasp.,1.0,The lion killed the crocodile in a rare but fierce battle by the river.,1.0,"2.7
",1.0
kill,lion,ARG1,The lion killed the zebra in a swift chase.,1.0,"In the dead of night, the lion killed a wandering hyena that got too close to its territory.",1.0,The lion killed the buffalo after a long and exhausting hunt.,1.0,The lion killed a crocodile in a rare but fierce battle near the riverbank.,1.0,The lion killed the hare that was too slow to escape its grasp.,1.0,"4.9
",1.0
kill,man,ARG0,The man killed the venomous snake to protect his family.,1.0,"In the ancient story, a man killed a dragon to save the kingdom.",1.0,A man killed time waiting for his friend by reading a book.,1.0,"During the war, a man killed to survive the brutal conditions.",1.0,A man killed the engine of his car as he arrived home late at night.,1.0,"3.4
",1.0
kill,man,ARG1,The man killed the venomous snake before it could bite his son.,1.0,"In the ancient story, a man killed a dragon to save the kingdom.",1.0,A man killed time waiting for his friend by reading a novel.,1.0,"During the war, a man killed to protect his family from invaders.",1.0,A man killed the engine of his car as he arrived home late at night.,1.0,"5.4
",1.0
kill,mother,ARG0,The mother killed the venomous spider to protect her children.,1.0,"In the ancient myth, the mother killed the dragon to save the village.",1.0,The mother killed time by reading a book while waiting for her appointment.,1.0,"During the war, the mother killed the enemy in defense of her home.",1.0,The mother killed the weeds in her garden to ensure her plants could grow.,1.0,"2.1
",1.0
kill,mother,ARG1,The mother killed the venomous spider to protect her children.,1.0,"In the tragic story, the mother killed the illusion of perfection by sharing her own struggles.",1.0,The mother killed time by knitting sweaters for her grandchildren.,1.0,"During the debate, the mother killed her opponent's argument with undeniable facts.",1.0,The mother killed the engine of her car as she waited for her kids outside the school.,1.0,"3.8
",1.0
kill,people,ARG0,People often kill time by browsing social media.,1.0,"In ancient times, people would kill animals for food and clothing.",1.0,"During wars, people kill enemies to protect their country.",1.0,"In horror movies, people kill monsters to survive the night.",1.0,"In self-defense classes, people learn how to kill attackers to protect themselves.",1.0,"3.0
",1.0
kill,people,ARG1,People kill time by engaging in various hobbies.,1.0,"In ancient times, people would kill animals for food and clothing.",1.0,"During wars, people kill enemies to protect their country.",1.0,"In horror movies, people often kill monsters to survive.",1.0,People kill harmful bacteria by using disinfectants.,1.0,"6.2
",1.0
kill,rebel,ARG0,"The rebels killed the oppressive dictator, reclaiming their freedom.",1.0,"In the heat of battle, the rebel killed an enemy soldier to protect his comrades.",1.0,"The rebel killed time in the hideout, waiting for the next mission.",1.0,,0.75,,0.75,"4.5
",0.9
kill,rebel,ARG1,The government forces managed to kill the rebel hiding in the mountains.,1.0,A skilled sniper was able to kill the rebel from a distance.,1.0,"During the intense firefight, the soldiers were ordered to kill the rebel leading the charge.",1.0,"In the dead of night, a covert operation was launched to kill the rebel leader.",1.0,A drone strike was authorized to kill the rebel orchestrating the uprising.,1.0,"5.0
",1.0
kill,shark,ARG0,"The shark killed the seal in a swift, brutal attack.",1.0,"In the murky waters, the shark killed a school of fish, leaving a cloud of blood behind.",1.0,"The shark killed its prey with precision, ensuring it would not escape.",1.0,"During the feeding frenzy, the shark killed multiple smaller fish, dominating the area.",1.0,"The shark killed the injured dolphin, taking advantage of its weakened state.",1.0,"2.1
",1.0
kill,shark,ARG1,The shark killed the unsuspecting surfer.,1.0,"In the ancient tale, a mighty shark killed the sea monster to protect the harbor.",1.0,A shark killed three fish in a rapid hunt near the coral reef.,1.0,"During the documentary, we saw how a shark killed a seal to feed its young.",1.0,The legend speaks of a ghostly shark that killed the pirate marauding the island's coasts.,1.0,"3.9
",1.0
promise,administration,ARG0,The administration promised to improve public transportation within the next year.,1.0,The administration promised to allocate more funds to healthcare services.,1.0,The administration promised to enhance the quality of education by hiring more qualified teachers.,1.0,The administration promised to implement stricter environmental policies to combat climate change.,1.0,The administration promised to reduce taxes for small businesses to stimulate economic growth.,1.0,"6.1
",1.0
promise,administration,ARG1,The administration promised to improve public transportation within the next year.,1.0,"Following the protests, the administration promised to review and amend the controversial law.",1.0,"In response to the crisis, the administration promised significant financial aid to the affected communities.",1.0,The administration promised to enhance cybersecurity measures to protect citizens' data.,1.0,"After the scandal, the administration promised to enforce stricter regulations on lobbying activities.",1.0,"4.9
",1.0
promise,company,ARG0,The company promised to reduce its carbon emissions by 30% over the next five years.,1.0,The company promised its employees a bonus if the annual targets were met.,1.0,The company promised to improve working conditions in response to employee feedback.,1.0,The company promised to donate a portion of its profits to local charities.,1.0,The company promised to deliver the product by the end of the month.,1.0,"5.8
",1.0
promise,company,ARG1,The company promised to reduce its carbon emissions by 50% over the next decade.,1.0,"After the scandal, the company promised to overhaul its corporate governance policies.",1.0,"In response to consumer demands, the company promised to source all of its materials sustainably.",1.0,The company promised its employees a significant bonus if the year's targets were met.,1.0,"To regain public trust, the company promised to donate a portion of its profits to environmental causes.",1.0,"5.2
",1.0
promise,customer,ARG0,The customer promised to return the product if it was defective.,1.0,A loyal customer promised to recommend the store to all their friends.,1.0,The customer promised to pay the remaining balance by the end of the month.,1.0,"After receiving excellent service, the customer promised to leave a positive review online.",1.0,The customer promised to come back during the holiday season for more purchases.,1.0,"3.6
",1.0
promise,customer,ARG1,The customer promised to return the product if it was defective.,1.0,A loyal customer promised to recommend the store to all their friends.,1.0,The customer promised to pay the remaining balance by the end of the month.,1.0,"After receiving excellent service, the customer promised to leave a positive review online.",1.0,The customer promised to come back during the holiday season for more purchases.,1.0,"6.4
",1.0
promise,foundation,ARG0,The foundation promised to allocate funds for the new community center.,1.0,The foundation promised to support the education of underprivileged children.,1.0,The foundation promised to uphold its commitment to environmental conservation.,1.0,The foundation promised to deliver aid to the disaster-stricken area before the end of the month.,1.0,The foundation promised to invest in sustainable technologies to combat climate change.,1.0,"4.9
",1.0
promise,foundation,ARG1,The foundation promised to allocate funds for the new community center.,1.0,The foundation promised transparency in all its dealings.,1.0,The foundation promised support for the underprivileged students.,1.0,The foundation promised to uphold its commitment to environmental sustainability.,1.0,The foundation promised to review all grant applications fairly.,1.0,"5.1
",1.0
promise,fund,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"3.8
",0.0
promise,fund,ARG1,The government promised significant funds for the new public transportation project.,0.0,The charity promised to fund the construction of a new school in the village.,0.0,The company's CEO promised to fund innovative green technologies.,0.25,The university promised to fund her research for the next three years.,0.0,The investors promised to fund the startup's expansion into new markets.,0.0,"1.9
",0.05
promise,government,ARG0,The government promised to lower taxes before the end of the fiscal year.,1.0,The government promised to improve public healthcare services within the next two years.,1.0,The government promised to enhance national security by increasing the defense budget.,1.0,The government promised to invest more in renewable energy sources to combat climate change.,1.0,The government promised to provide free education up to the tertiary level to all citizens.,1.0,"6.4
",1.0
promise,government,ARG1,The government promised to lower taxes before the end of the fiscal year.,1.0,"After the natural disaster, the government promised to allocate funds for rebuilding the affected communities.",1.0,"In response to the protests, the government promised to review and amend the controversial law.",1.0,The government promised to increase the minimum wage in response to the growing concerns about the cost of living.,1.0,"To combat climate change, the government promised to invest in renewable energy sources and reduce carbon emissions.",1.0,"5.0
",1.0
promise,parent,ARG0,The parents promised to take their children to the amusement park this weekend.,1.0,"Parents often promise to always support their children, no matter what.",1.0,"After much pleading, the parent promised his son a new bicycle for his birthday.",1.0,The parent promised to attend her daughter's ballet recital without fail.,1.0,"Despite a busy schedule, the parent promised to make time for family dinner every night.",1.0,"6.5
",1.0
promise,parent,ARG1,The parent promised to take their child to the park on Saturday.,1.0,A concerned parent promised to always support their child's dreams.,1.0,Every parent promised to attend the school meeting without fail.,1.0,The parent promised to cook their child's favorite meal for dinner.,1.0,A loving parent promised to read a bedtime story every night.,1.0,"5.8
",1.0
promise,plan,ARG0,,0.0,Our new plan promises to reduce environmental impact while increasing efficiency.,0.25,The strategic plan promises to enhance customer satisfaction through innovative solutions.,0.5,This development plan promises to create more job opportunities in the region.,0.5,,0.0,"5.1
",0.25
promise,plan,ARG1,The plan promises to bring significant improvements to the city's infrastructure.,0.5,Our plan promises to reduce carbon emissions by 40% over the next decade.,0.5,This plan promises to create over a thousand new jobs in the community.,0.5,Their plan promises to enhance public transportation options across the metropolitan area.,0.75,The new educational plan promises to increase graduation rates by 20%.,0.5,"1.2
",0.55
promise,state,ARG0,The state promised to allocate more funds for public education.,1.0,The state promised to improve the infrastructure within the next five years.,0.75,The state promised to enhance environmental protection measures.,1.0,The state promised to reduce taxes for small businesses.,1.0,The state promised to increase healthcare accessibility for its residents.,1.0,"5.6
",0.95
promise,state,ARG1,The state promised to allocate more funds for public education.,1.0,"After the disaster, the state promised to rebuild all affected communities.",1.0,The state promised to implement stricter environmental regulations.,1.0,"In response to the protests, the state promised to review its policing policies.",1.0,The state promised to enhance healthcare services in rural areas.,1.0,"3.9
",1.0
promise,station,ARG0,,0.0,,0.0,The station promised to provide better facilities for disabled passengers by the end of the year.,0.25,,0.0,,0.0,"1.9
",0.05
promise,station,ARG1,,0.0,,0.0,,0.0,,0.0,,0.0,"2.2
",0.0
