predicate,argument,role_type,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
grade,undergraduate,ARG1,The professor will grade the undergraduates on their final projects.,1.0,"To grade undergraduates effectively, the teaching assistant developed a detailed rubric.",1.0,It's challenging to grade undergraduates fairly without a clear set of criteria.,1.0,"Before you can grade undergraduates, you must understand the course material thoroughly.",1.0,,0.1,7,0.82
grasp,child,ARG0,The child grasped the toy tightly in her hands.,1.0,A child grasps the concept of sharing more easily when demonstrated by adults.,1.0,"In the museum, the child grasped the guide's explanation about dinosaurs with great interest.",1.0,"During the lesson, the child grasped the pencil correctly and began to write.",1.0,The child grasped her mother's hand firmly as they crossed the street.,1.0,5.4,1.0
grasp,child,ARG1,The child grasped the toy tightly in her hands.,1.0,A child grasped the concept of multiplication quickly.,1.0,The child grasped his mother's hand firmly as they crossed the street.,1.0,"In the museum, the child grasped the historical significance of the artifact.",1.0,The child grasped the opportunity to participate in the science fair.,1.0,5.7,1.0
grasp,hammer,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,1,0.0
grasp,hammer,ARG1,The carpenter could easily grasp the hammer.,1.0,"With a firm grip, she could grasp the hammer tightly.",1.0,"To complete the project, he had to grasp the hammer securely.",1.0,They taught the apprentice how to properly grasp the hammer.,1.0,"Before starting work, she made sure she could comfortably grasp the hammer.",1.0,6.3,1.0
grasp,reporter,ARG0,The reporter grasped the complexity of the situation immediately.,1.0,"After the briefing, the reporter grasped the main points of the new policy.",1.0,The reporter grasped her notebook tightly as she approached the controversial figure for a comment.,1.0,"Quick to understand the public's concern, the reporter grasped the importance of transparent reporting.",1.0,"Despite the chaos, the reporter grasped the underlying issues of the conflict with clarity.",1.0,4.8,1.0
grasp,reporter,ARG1,The reporter grasped the microphone tightly as she prepared to deliver the breaking news.,1.0,"During the press conference, the reporter grasped every opportunity to ask the politician tough questions.",1.0,The reporter grasped the complexity of the legal case after weeks of investigation.,1.0,"In the midst of chaos, the reporter grasped the main facts to inform the public accurately.",1.0,The reporter grasped the significance of the whistleblower's testimony and decided to feature it prominently in her article.,1.0,3.1,1.0
grow,crops,ARG0,,0.1,,0.1,,0.1,,0.1,,0.1,3.8,0.1
grow,crops,ARG1,Farmers grow crops to ensure food security for the population.,1.0,"In the valley, they grow crops that are well-suited to the local climate.",1.0,"To grow crops efficiently, one must understand the science of agriculture.",1.0,"Throughout the year, they rotate the fields in which they grow crops to maintain soil fertility.",1.0,"With the advent of new technology, it's become easier to grow crops in arid regions.",1.0,6,1.0
grow,flowers,ARG0,,0.9,,0.9,,0.9,,0.9,,0.9,2.8,0.9
grow,flowers,ARG1,"In the spring, flowers grow rapidly in the wild.",1.0,"With proper care, flowers grow beautifully in the garden.",1.0,"Throughout the summer, flowers grow along the roadside, adding color to the landscape.",1.0,"Under the right conditions, flowers grow even in the most unexpected places.",1.0,"Year after year, flowers grow around the old oak tree, creating a stunning display.",1.0,5.9,1.0
grow,pigs,ARG0,Pigs grow quickly when they have enough food.,1.0,Pigs grow larger when they are well cared for.,1.0,Pigs grow to become a vital part of the farm's ecosystem.,1.0,Pigs grow more robust with proper nutrition and care.,1.0,Pigs grow faster in environments that are clean and spacious.,1.0,1.8,1.0
grow,pigs,ARG1,Pigs grow quickly when they have enough food.,1.0,Pigs grow to a large size in just a few months.,1.0,Pigs grow more during the spring and summer.,1.0,Pigs grow best with proper care and nutrition.,1.0,Pigs grow faster when they are kept in clean conditions.,1.0,3.1,1.0
grow,rabbits,ARG0,Rabbits grow quickly in the first few months of their lives.,1.0,Rabbits grow their fur thicker in preparation for winter.,1.0,Rabbits grow more active as the days get longer.,1.0,Rabbits grow to understand their owners' routines over time.,1.0,Rabbits grow larger when they have access to ample food and space.,1.0,2,1.0
grow,rabbits,ARG1,Rabbits grow quickly in the first few months of their lives.,1.0,"In the wild, rabbits grow to adapt to their environment.",1.0,"Under optimal conditions, rabbits grow to their full size within a year.",1.0,"Without predators, rabbits grow in numbers significantly.",1.0,"With proper care, domestic rabbits grow healthy and strong.",1.0,3.1,1.0
haunt,ghost,ARG0,The ghost haunts the old mansion on the hill.,1.0,"A ghost haunts the abandoned hospital, scaring away any trespassers.",1.0,"Legend says that a ghost haunts the ancient ruins, protecting its secrets.",1.0,"The ghost haunts the graveyard, appearing on foggy nights.",1.0,"An angry ghost haunts the site of the old battlefield, restless and seeking peace.",1.0,6.3,1.0
haunt,ghost,ARG1,The ghost haunts the old mansion on the hill.,1.0,"A ghost haunts the abandoned hospital, scaring away any trespassers.",1.0,"Every night, the ghost haunts the dreams of the old sea captain.",1.0,"The ghost haunts the ancient graveyard, wandering among the tombstones.",1.0,"In the eerie forest, a ghost haunts the site of the forgotten village.",1.0,2.5,1.0
haunt,memory,ARG0,,0.2,"His memory haunts the old house, making it feel alive with echoes of the past.",0.8,,0.2,"Her memory haunts the corridors of my dreams, a constant reminder of what was lost.",0.8,,0.2,5.8,0.44
haunt,memory,ARG1,,0.8,"Her memory haunts the old house, making it feel alive with echoes of the past.",0.9,"The memory of that day haunts him, influencing every decision he makes.",1.0,"A memory haunts the town, a legend that keeps the children inside at night.",0.8,"That memory haunts me, a constant reminder of what I've lost.",1.0,4.9,0.9
haunt,salesman,ARG0,"The salesman haunts the old mansion, where he once made the biggest deal of his life.",1.0,,0.5,"In the quiet of the night, the salesman haunts the corridors of the hotel, searching for something he left behind.",1.0,,0.5,"Legend says the salesman haunts the bridge, waiting to make one final sale to anyone who dares to cross at midnight.",1.0,2.2,0.8
haunt,salesman,ARG1,The ghost of the old mansion used to haunt the salesman who once tried to sell it.,1.0,Legends say that a restless spirit haunts the salesman who wronged him in life.,1.0,"The memory of his first failed deal continues to haunt the salesman, affecting his confidence.",1.0,Rumors about the haunted forest seem to specifically haunt the salesman who lost his way there.,1.0,,0.3,1.8,0.86
haunt,woman,ARG0,The woman haunts the abandoned mansion with her sorrowful presence.,1.0,"A woman haunts the old library, searching for her lost love among the dusty shelves.",1.0,"In the village tales, a woman haunts the foggy lake, appearing to lost travelers.",1.0,"Legend says a woman haunts the ancient ruins, mourning her untimely death.",1.0,"The woman haunts her former home, unable to leave the place of her happiest memories.",1.0,2.3,1.0
haunt,woman,ARG1,"The woman haunts the abandoned mansion, appearing to visitors on moonless nights.",1.0,"A woman haunts her former lover, leaving traces of her presence in his dreams.",1.0,"In the old village, a woman haunts the ancient forest, protecting it from harm.",1.0,"The legend tells of a woman who haunts the seaside cliffs, mourning her lost children.",1.0,"A woman haunts the halls of the old schoolhouse, her laughter echoing in the empty rooms.",1.0,3.2,1.0
help,assistant,ARG0,The assistant helped the manager organize the files.,1.0,An assistant helped the teacher prepare the lesson plans.,1.0,The assistant helped the chef by prepping the ingredients.,1.0,An assistant helped the doctor by scheduling appointments.,1.0,The assistant helped the director by coordinating the meeting schedules.,1.0,6.3,1.0
help,assistant,ARG1,The assistant helped organize the files efficiently.,1.0,An assistant helped the manager to prepare the presentation.,1.0,The assistant helped the team by taking detailed notes during the meeting.,1.0,Her assistant helped to streamline the scheduling process.,1.0,The assistant helped in researching data for the upcoming project.,1.0,3.8,1.0
help,cause,ARG0,,0.1,This cause helps to unite people under a common goal.,1.0,,0.1,,0.1,That cause helps to generate significant funding for research.,1.0,2.5,0.46
help,cause,ARG1,The cause helps to bring awareness to the issue.,1.0,Their cause helps to unite people under a common goal.,1.0,This cause helps to generate much-needed funds for research.,1.0,,0.2,That cause helps to inspire a new generation of activists.,1.0,5.6,0.84
help,fireman,ARG0,The fireman helped the family escape from the burning building.,1.0,A fireman helped clear the debris after the storm.,1.0,The fireman helped organize the community fire safety workshop.,1.0,A fireman helped rescue the cat stuck in the tree.,1.0,The fireman helped control the crowd during the fire drill.,1.0,6.7,1.0
help,fireman,ARG1,The fireman helped the family escape from the burning building.,1.0,A fireman helped clear the debris after the storm.,1.0,The fireman helped organize the community fire safety workshop.,1.0,A fireman helped rescue the cat stuck in the tree.,1.0,The fireman helped control the crowd during the fire drill.,1.0,3.9,1.0
help,gardener,ARG0,The gardener helped plant the new flowerbeds.,1.0,The gardener helped the neighbor trim the overgrown hedges.,1.0,The gardener helped design a drought-resistant garden.,1.0,The gardener helped restore the community park's natural beauty.,1.0,The gardener helped educate the community on sustainable gardening practices.,1.0,4.5,1.0
help,gardener,ARG1,The gardener helps to maintain the beauty of the botanical gardens.,1.0,A gardener helps in identifying the right plants for your garden.,1.0,The gardener helps by providing advice on organic farming techniques.,1.0,"In the community garden, a gardener helps newcomers learn how to cultivate their plots.",1.0,The gardener helps to preserve rare plant species through careful cultivation and research.,1.0,4,1.0
help,victim,ARG0,The victim helped the police identify the suspect.,1.0,"In the aftermath of the disaster, the victim helped distribute food to other affected families.",1.0,"Despite their injuries, the victim helped other survivors find shelter.",1.0,The victim helped raise awareness about the crime that had occurred.,1.0,"After recovering, the victim helped organize a community support group.",1.0,1.9,1.0
help,victim,ARG1,The police arrived quickly to help the victim.,1.0,A kind stranger stopped to help the victim of the car accident.,1.0,The community gathered to help the victim rebuild their house after the fire.,1.0,Emergency services were called to help the victim who was trapped under debris.,1.0,The therapist offered techniques to help the victim cope with their trauma.,1.0,5.9,1.0
hire,applicant,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,1.3,0.0
hire,applicant,ARG1,The company decided to hire the applicant after a series of rigorous interviews.,1.0,"After reviewing all applications, the HR department chose to hire the applicant with the most experience.",1.0,"Despite the competitive field, they decided to hire the applicant who showed the most potential.",1.0,"The startup was eager to hire the applicant, impressed by her innovative ideas.",1.0,"Following the recommendation of the hiring committee, the firm agreed to hire the applicant.",1.0,5.6,1.0
hire,boss,ARG0,The boss hired a new team of developers to accelerate the project.,1.0,"After the merger, the boss hired additional staff to manage the increased workload.",1.0,"To improve customer service, the boss hired experienced support personnel.",1.0,"Realizing the need for innovation, the boss hired a group of creative designers.",1.0,The boss hired a marketing expert to enhance the company's online presence.,1.0,6.7,1.0
hire,boss,ARG1,The boss hired a new team of developers to accelerate the project.,1.0,A boss hired an experienced manager to improve the department's efficiency.,1.0,The boss hired a marketing expert to boost the company's brand awareness.,1.0,A boss hired a team of freelancers to work on the upcoming campaign.,1.0,The boss hired a personal assistant to manage their hectic schedule more effectively.,1.0,2.9,1.0
hire,chairman,ARG0,,0.9,,0.9,,0.9,,0.9,,0.9,4.5,0.9
hire,chairman,ARG1,The company decided to hire a new chairman to steer them through the upcoming challenges.,1.0,"After months of searching, they managed to hire a chairman with extensive experience in international markets.",1.0,"To innovate their strategies, the board agreed to hire a visionary chairman.",1.0,They aim to hire a chairman who can significantly boost the company's public image.,1.0,"In an unexpected move, the startup managed to hire a former Fortune 500 chairman.",1.0,2.7,1.0
hire,employee,ARG0,,0.1,,0.1,,0.1,,0.1,,0.1,1.9,0.1
hire,employee,ARG1,The company decided to hire a new employee to boost productivity.,1.0,"After months of searching, they finally managed to hire the perfect employee for the marketing department.",1.0,"To expand their operations, the startup aimed to hire an experienced employee who could handle multiple roles.",1.0,"Due to the increase in demand, it became necessary for the restaurant to hire another employee.",1.0,"In an effort to improve customer service, the retail store made plans to hire a friendly and efficient employee.",1.0,5.6,1.0
hire,friend,ARG0,,0.5,"After much consideration, the friend chose to hire a personal chef for the summer party.",1.0,"The friend, being an entrepreneur, always had a keen eye to hire the most talented individuals for his startup.",1.0,"In an effort to expand her business, the friend made a strategic decision to hire a marketing expert.",1.0,"Feeling overwhelmed with the workload, the friend opted to hire an assistant to manage her schedule more efficiently.",1.0,4.1,0.9
hire,friend,ARG1,The company decided to hire a friend for the new marketing position.,1.0,"After much deliberation, they chose to hire a friend who had the right skills for the job.",1.0,"To fill the vacancy, they agreed to hire a friend who was looking for work.",1.0,"Knowing the importance of trust, they opted to hire a friend into the team.",1.0,"Despite some reservations, the manager decided to hire a friend based on their impressive resume.",1.0,4.4,1.0
hire,manager,ARG0,,0.8,,0.8,,0.8,,0.8,,0.8,6.7,0.8
hire,manager,ARG1,The company decided to hire a manager to improve team efficiency.,1.0,"After the merger, they needed to hire a new manager for the marketing department.",1.0,"To fill the gap left by the retiring executive, they will hire a manager with a strong background in finance.",1.0,"Due to the expansion of their operations, they had to hire a manager who is experienced in international trade.",1.0,"Seeing the need for better project oversight, the board agreed to hire a manager who specializes in project management.",1.0,3.6,1.0
hire,supervisor,ARG0,,0.9,,0.9,,0.9,,0.9,,0.9,6.3,0.9
hire,supervisor,ARG1,The company decided to hire a supervisor to improve team efficiency.,1.0,"After the merger, they needed to hire a new supervisor for the expanded department.",1.0,"To fill the gap left by the retiring manager, we will hire a supervisor with a strong background in project management.",1.0,"Due to the increase in production demands, it became necessary to hire a supervisor for the night shift.",1.0,"In response to the feedback from employees, the HR department agreed to hire a supervisor who specializes in conflict resolution.",1.0,4.5,1.0
hit,director,ARG0,"The director hit the final cut with precision, ensuring the film's success.",1.0,"In a moment of frustration, the director hit the table, demanding everyone's attention.",1.0,"During the rehearsal, the director hit the mark every time, guiding the actors through their paces.",1.0,"The director hit a new level of creativity, surprising the cast with innovative ideas.",1.0,"After weeks of negotiation, the director hit a deal with the producers, securing a bigger budget for the project.",1.0,2.7,1.0
hit,director,ARG1,The director hit a major milestone with his latest film.,1.0,The director hit the target audience perfectly with his innovative marketing strategy.,1.0,The director hit the nail on the head when he predicted the success of virtual reality in movies.,1.0,The director hit a new record for the fastest film production in the studio's history.,1.0,The director hit all the right notes during his speech at the film festival.,1.0,1.9,1.0
hit,guard,ARG0,The guard hit the intruder to protect the premises.,1.0,"During the riot, the guard hit a protester who was trying to break through the barricade.",1.0,"In the heat of the moment, the guard hit the panic button to alert the authorities.",1.0,,0.9,,0.9,5.1,0.96
hit,guard,ARG1,The guard hit the intruder who was trying to escape.,1.0,"During the riot, a guard hit a protester who was throwing rocks.",1.0,"In the heated argument, the guard hit a patron who refused to leave the bar.",1.0,The guard hit the button to close the gates just in time.,1.0,"While playing the game, the guard hit the target with impressive accuracy.",1.0,3.6,1.0
hit,undergraduate,ARG0,The undergraduate hit the winning goal in the final seconds of the game.,1.0,An undergraduate hit a new academic record in the physics department.,1.0,"The undergraduate hit the buzzer, answering the last question correctly in the quiz competition.",1.0,"An undergraduate hit the streets early, distributing flyers for the upcoming environmental rally.",1.0,The undergraduate hit all the right notes during their solo performance at the university concert.,1.0,2.5,1.0
hit,undergraduate,ARG1,The ball accidentally hit the undergraduate during the game.,1.0,A sudden realization hit the undergraduate while studying for finals.,1.0,The news of the scholarship hit the undergraduate like a wave of relief.,1.0,A snowball playfully hit the undergraduate during the campus snow fight.,1.0,The harsh sunlight hit the undergraduate as they stepped outside.,1.0,1.9,1.0
hunt,cowboys,ARG0,Cowboys hunt for lost cattle in the vast prairies.,1.0,Cowboys hunt down horse thieves across the rugged terrain.,1.0,Cowboys hunt for the best routes through the mountains.,1.0,Cowboys hunt for opportunities to showcase their rodeo skills.,1.0,Cowboys hunt for water sources in the arid desert.,1.0,4.4,1.0
hunt,cowboys,ARG1,Cowboys hunt for lost cattle in the vast prairies.,1.0,Cowboys hunt down horse thieves across the rugged terrain.,1.0,Cowboys hunt for the best routes through the mountains.,1.0,Cowboys hunt for opportunities to showcase their skills at rodeos.,1.0,Cowboys hunt for water sources in the arid desert.,1.0,1.5,1.0
hunt,divers,ARG0,The divers hunt for sunken treasures in the coral reefs.,1.0,Divers hunt through the murky waters for signs of ancient shipwrecks.,1.0,"In their quest for rare marine species, the divers hunt in the deep blue sea.",1.0,The divers hunt for the perfect spot to observe the elusive manta rays.,1.0,"Eager for adventure, the divers hunt in uncharted territories of the ocean.",1.0,4.4,1.0
hunt,divers,ARG1,The divers hunt for sunken treasures in the coral reefs.,1.0,Divers hunt through the murky waters for signs of ancient shipwrecks.,1.0,"In their quest for rare marine species, the divers hunt in the unexplored caves.",1.0,The divers hunt for the elusive giant squid rumored to dwell in these depths.,1.0,"To control the invasive species, the divers hunt lionfish in the marine reserve.",1.0,1.6,1.0
hunt,fugitives,ARG0,,0.1,,0.1,,0.1,,0.1,,0.1,2.9,0.1
hunt,fugitives,ARG1,The police hunt fugitives to ensure public safety.,1.0,"In the dense forest, the search team hunts fugitives who escaped from the prison.",1.0,"To maintain law and order, authorities hunt fugitives hiding in the city.",1.0,Special forces hunt fugitives to prevent them from crossing the border.,1.0,Detectives hunt fugitives by gathering intelligence and conducting surveillance.,1.0,5.6,1.0
hunt,lion,ARG0,The lion hunts in the vast savannah for its prey.,1.0,"At dusk, the lion begins its hunt, moving silently through the underbrush.",1.0,"With unmatched skill, the lion hunts down a zebra for its meal.",1.0,"Throughout the night, the lion hunts, utilizing its keen senses to track down food.",1.0,"In the early morning, the lion successfully hunts a gazelle, ensuring food for its cubs.",1.0,6.4,1.0
hunt,lion,ARG1,"The lion hunts in the vast savannah, searching for its next meal.",1.0,"At dusk, the lion begins to hunt, using the low light to its advantage.",1.0,"Silently, the lion hunts, its eyes focused on the unsuspecting gazelle.",1.0,"Throughout the night, the lion hunts, demonstrating its prowess as a top predator.",1.0,"With unmatched skill, the lion hunts, ensuring the survival of its pride.",1.0,5.1,1.0
hunt,mouse,ARG0,,0.1,,0.1,,0.1,,0.1,,0.1,2.6,0.1
hunt,mouse,ARG1,The mouse hunts for food in the quiet of the night.,1.0,"In the old warehouse, a mouse hunts for scraps to feed its young.",1.0,"Under the moonlight, the mouse hunts, unaware of the owl above.",1.0,"Throughout the abandoned building, the mouse hunts, evading predators.",1.0,"With winter approaching, the mouse hunts more aggressively for supplies.",1.0,5,1.0
hunt,rabbit,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,2.4,0.0
hunt,rabbit,ARG1,The fox hunts the rabbit through the dense forest.,1.0,"In the early morning, the hunter quietly hunts the rabbit.",1.0,The eagle swiftly hunts the rabbit in the open field.,1.0,"The cat, though domesticated, still hunts the rabbit in the backyard.",1.0,The documentary shows how the wolf hunts the rabbit in the wild.,1.0,6.7,1.0
hypnotize,butterfly,ARG0,"In the whimsical tale, a butterfly learned to hypnotize flowers into blooming with its enchanting dance.",1.0,,0.0,,0.0,,0.0,,0.0,2.3,0.2
hypnotize,butterfly,ARG1,"The magician claimed he could hypnotize a butterfly, making it dance on his command.",1.0,"In the novel, a character possessed the unique ability to hypnotize butterflies, drawing them into intricate patterns in the air.",0.7,,0.1,"The scientist developed a theory that certain colors could hypnotize butterflies, influencing their flight paths.",1.0,"A child believed that by whispering gently, she could hypnotize a butterfly, convincing it to land on her hand.",1.0,1.1,0.76
hypnotize,patient,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,1.3,0.0
hypnotize,patient,ARG1,The magician managed to hypnotize the patient with a simple wave of his hand.,1.0,"During the therapy session, the psychologist attempted to hypnotize the patient to recover lost memories.",1.0,The performer claimed he could hypnotize the patient just by looking into their eyes.,1.0,"In the novel, the villain uses a mysterious device to hypnotize the patient, controlling their actions.",1.0,"The healer used ancient chants to hypnotize the patient, easing their pain.",1.0,5.3,1.0
hypnotize,pendulum,ARG0,"The pendulum hypnotized the audience with its slow, rhythmic swinging.",0.7,"In the dimly lit room, the pendulum hypnotized the curious onlookers, drawing them into a trance.",0.8,,0.0,,0.0,,0.0,4.5,0.3
hypnotize,pendulum,ARG1,"The pendulum hypnotized the audience with its slow, rhythmic swinging.",0.8,"In the dimly lit room, the pendulum hypnotized the curious onlookers, drawing them into a trance.",0.8,,0.0,,0.0,,0.0,1.3,0.32
hypnotize,psychoanalyst,ARG0,The psychoanalyst hypnotized the patient to uncover hidden memories.,1.0,A skilled psychoanalyst hypnotized her client to alleviate anxiety.,1.0,"During the session, the psychoanalyst hypnotized him to explore his subconscious fears.",1.0,"The psychoanalyst hypnotized the woman, guiding her through a journey of self-discovery.",1.0,"To treat the trauma, the psychoanalyst hypnotized the young man, revealing deep-seated emotions.",1.0,5.8,1.0
hypnotize,psychoanalyst,ARG1,The psychoanalyst hypnotized the patient to uncover hidden memories.,1.0,A renowned psychoanalyst hypnotized her client to alleviate anxiety.,1.0,"During the session, the psychoanalyst hypnotized him to explore his subconscious fears.",1.0,"The psychoanalyst hypnotized the woman, guiding her through past traumas.",1.0,"In his latest technique, the psychoanalyst hypnotized the group to enhance their self-awareness.",1.0,2,1.0
hypnotize,volunteer,ARG0,The volunteer hypnotized the audience with his mesmerizing tricks.,1.0,"At the charity event, a volunteer hypnotized the guests as part of the entertainment.",1.0,"During the workshop, a skilled volunteer hypnotized participants to help them relax.",1.0,"A volunteer hypnotized the children with a captivating story, keeping them engaged for hours.",1.0,"In the experiment, the volunteer hypnotized subjects to study the effects on memory recall.",1.0,1.4,1.0
hypnotize,volunteer,ARG1,The magician managed to hypnotize the volunteer with a simple wave of his hand.,1.0,"During the show, the hypnotist easily hypnotized the volunteer, making them believe they were a chicken.",1.0,"In the experiment, the psychologist attempted to hypnotize the volunteer to uncover hidden memories.",1.0,"At the seminar, the speaker demonstrated how to hypnotize a volunteer to help them quit smoking.",1.0,"The therapist used a gentle voice to hypnotize the volunteer, guiding them into a deep state of relaxation.",1.0,3.9,1.0
identify,jewelry,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,1.7,0.0
identify,jewelry,ARG1,The detective was able to identify the jewelry as stolen goods.,1.0,"At the museum, the curator could easily identify the jewelry as 18th-century French.",1.0,"During the appraisal, the expert managed to identify the jewelry as genuine diamonds.",1.0,The archaeologist was thrilled to identify the jewelry as belonging to an ancient civilization.,1.0,"In the workshop, the jeweler could precisely identify the jewelry's origin by its hallmark.",0.0,4.4,0.8
identify,jogger,ARG0,The jogger identified a lost dog in the park.,1.0,A jogger identified the quickest route through the city.,1.0,The jogger identified a rare bird while running through the woods.,1.0,A jogger identified a safety hazard on the trail and reported it.,1.0,The jogger identified an unfamiliar face in the neighborhood during her morning run.,1.0,4.1,1.0
identify,jogger,ARG1,The police were able to quickly identify the jogger as a witness to the crime.,1.0,"During the marathon, officials could easily identify the jogger by his unique running attire.",1.0,The community group worked together to identify the jogger who had been helping clean up the park every morning.,1.0,"After the race, the timing system failed to identify the jogger's bib number due to a technical glitch.",0.0,The surveillance system was programmed to identify the jogger who had been repeatedly trespassing in the restricted area.,1.0,3.6,0.8
identify,nurse,ARG0,The nurse identified the patient's rare condition immediately.,1.0,A nurse identified the need for more stringent hygiene protocols in the ward.,1.0,"During the seminar, the nurse identified several key areas for improvement in patient care.",1.0,"In the emergency room, the nurse quickly identified who needed the most urgent attention.",1.0,The nurse identified a mistake in the medication chart and corrected it before it could cause harm.,1.0,5.8,1.0
identify,nurse,ARG1,The nurse identified the patient's rare condition with remarkable accuracy.,1.0,"In the emergency room, the nurse quickly identified the signs of a heart attack.",1.0,"During the health fair, the nurse identified several community members at risk for diabetes.",1.0,The nurse identified a critical error in the medication administration record.,1.0,"After the seminar, the nurse identified innovative ways to improve patient care.",1.0,4.2,1.0
identify,pilot,ARG0,The pilot identified the malfunctioning engine immediately.,1.0,A skilled pilot can identify potential hazards during flight.,1.0,The pilot identified a new route to avoid the storm.,1.0,"During the training, the pilot identified all the landmarks perfectly.",1.0,The pilot identified the issue with the landing gear before takeoff.,1.0,5.7,1.0
identify,pilot,ARG1,The police were able to identify the pilot from the recovered license.,1.0,"After the crash, it took hours to identify the pilot among the debris.",1.0,The journalist aimed to identify the pilot who had performed the incredible maneuver.,1.0,"During the investigation, they managed to identify the pilot responsible for the unauthorized flight.",1.0,The documentary sought to identify the pilot who had first crossed the Atlantic solo.,1.0,3.4,1.0
identify,thief,ARG0,,0.1,,0.1,,0.1,,0.1,,0.1,4.2,0.1
identify,thief,ARG1,The police were able to quickly identify the thief in the lineup.,1.0,"Through careful investigation, detectives managed to identify the thief responsible for the series of burglaries.",1.0,The security system's facial recognition software could not identify the thief in the dark.,1.0,Witnesses at the scene helped to identify the thief who snatched the purse.,1.0,The community banded together to identify the thief vandalizing local properties.,1.0,4.4,1.0
indicate,man,ARG0,The man indicates the direction to the lost tourists.,1.0,"In the meeting, the man indicates his disagreement with a subtle nod.",1.0,The man indicates to the waiter that they are ready to order.,1.0,"During the presentation, the man indicates the key points on the slide.",1.0,The man indicates his approval with a thumbs-up.,1.0,3.9,1.0
indicate,man,ARG1,The man indicates the direction to the nearest gas station.,1.0,"In his speech, the man indicates his intentions to run for mayor.",1.0,The man indicates his approval with a nod.,1.0,"Through his actions, the man indicates a deep understanding of the problem.",1.0,The man indicates the best choice of tools for the job.,1.0,3.7,1.0
indicate,newscaster,ARG0,The newscaster indicates the start of the breaking news segment.,1.0,A newscaster indicates changes in the weather forecast.,1.0,The newscaster indicates a shift in the election results.,1.0,A newscaster indicates the arrival of the head of state.,1.0,The newscaster indicates updates on the ongoing crisis.,1.0,6.2,1.0
indicate,newscaster,ARG1,The newscaster indicates the start of the breaking news segment.,1.0,A newscaster indicates changes in the weather forecast.,1.0,The newscaster indicates a shift in the election results.,1.0,A newscaster indicates updates on the global pandemic.,1.0,The newscaster indicates the arrival of the head of state.,1.0,4.1,1.0
indicate,video,ARG0,The video indicates a significant shift in public opinion.,0.9,,0.2,The video indicates the presence of a rare species in the area.,0.8,,0.2,,0.2,4.8,0.46
indicate,video,ARG1,The video indicates a significant shift in public opinion.,0.9,This video indicates the presence of a rare bird species in the area.,1.0,Her latest video clearly indicates a change in artistic direction.,1.0,The video indicates that the suspect was present at the scene of the crime.,1.0,That video indicates a misunderstanding of the historical facts.,1.0,3.3,0.98
inject,janitor,ARG0,The janitor injects disinfectant into the air vents to eliminate bacteria.,1.0,"Before the school day begins, the janitor injects a fresh scent into the hallways.",1.0,"To maintain the boiler's efficiency, the janitor injects a special chemical into the system.",1.0,"Every spring, the janitor injects weed killer around the school premises to prevent growth.",1.0,The janitor injects lubricant into the door hinges to stop the squeaking noises.,1.0,1.9,1.0
inject,janitor,ARG1,The janitor injects a sense of humor into the daily staff meetings.,1.0,"Every morning, the janitor injects fresh fragrance into the air by using a special cleaner.",1.0,The janitor injects life into the old building by carefully maintaining its historic features.,1.0,"With his innovative ideas, the janitor injects efficiency into the cleaning processes.",1.0,The janitor injects a feeling of safety into the school by ensuring all emergency exits are clear.,1.0,1.7,1.0
inject,patient,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,2.8,0.0
inject,patient,ARG1,The doctor injects the patient with a flu vaccine.,1.0,Nurses often inject patients with insulin to manage their diabetes.,1.0,"Before the surgery, the anesthesiologist injects the patient with a sedative.",1.0,"To treat the infection, they inject the patient with antibiotics.",1.0,"In emergency situations, paramedics may need to inject the patient with adrenaline.",1.0,6.4,1.0
injure,supervisor,ARG0,The supervisor injured himself while trying to fix the machinery.,1.0,,0.8,,0.8,,0.8,,0.8,1.9,0.84
injure,supervisor,ARG1,The supervisor injured himself while trying to fix the machinery.,1.0,"During the riot, a thrown rock injured the supervisor who was trying to calm the situation.",1.0,The supervisor was injured in a car accident on her way to the conference.,1.0,"While inspecting the construction site, the supervisor got injured by a falling tool.",1.0,The supervisor injured his hand on a sharp piece of metal during the factory walkthrough.,1.0,1.5,1.0
injure,butterfly,ARG0,,0.1,"In a rare occurrence, the butterfly injured another during a territorial dispute.",1.0,"The butterfly injured itself by flying into a closed window, mistaking the reflection for open sky.",1.0,"During the storm, the butterfly injured its delicate antennae against the harsh winds.",0.0,,0.1,1.1,0.44
injure,butterfly,ARG1,The butterfly was injured when it accidentally flew into a closed window.,1.0,A sudden gust of wind injured the butterfly by tossing it against a sharp branch.,1.0,"The butterfly, injured by the pollution in its habitat, struggled to fly.",1.0,"An injured butterfly was found on the sidewalk, its wings barely fluttering.",1.0,The butterfly got injured after being caught in a spider's web.,1.0,4.3,1.0
injure,peasant,ARG0,The peasant injured himself while working in the fields.,1.0,,0.2,"During the revolt, a peasant injured a soldier with a makeshift weapon.",1.0,,0.2,,0.2,2.4,0.52
