predicate,argument,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
deposit,store,She decided to deposit her vintage collection in the store for safekeeping.,1.0,"After winning the lottery, he chose to deposit his new car in the store's secure parking.",0.8,They agreed to deposit the ancient artifacts in the store until the museum could collect them.,1.0,The company plans to deposit its excess inventory in the store located downtown.,0.9,He had to quickly deposit the borrowed tools in the store before it closed for the night.,1.0,3.2,0.94
deposit,instabank,I went to Instabank to deposit my paycheck.,1.0,She plans to deposit her savings at Instabank for better interest rates.,1.0,They chose to deposit their wedding funds in Instabank for safekeeping.,1.0,"After researching, he decided to deposit his inheritance at Instabank.",1.0,We need to deposit our club's fundraising money into Instabank.,1.0,6.2,1.0
deposit,hotel,She will deposit the keys at the hotel for safekeeping.,1.0,They decided to deposit their luggage at the hotel before exploring the city.,1.0,,0.2,He needs to deposit the conference materials at the hotel before the event starts.,1.0,We must deposit the rental car keys at the hotel's reception before we leave.,0.9,4.2,0.82
deposit,kitchen,He decided to deposit the new set of knives in the kitchen.,0.9,"After the party, they had to deposit all the rented glassware back in the kitchen.",1.0,She needed to deposit the fresh groceries in the kitchen before heading out again.,1.0,They agreed to deposit the box of donated food items in the kitchen for sorting.,1.0,"Before leaving, he made sure to deposit the borrowed utensils in the kitchen.",1.0,2.3,0.98
mourn,party,The community gathered at the party to mourn the loss of their beloved leader.,0.7,"After the tragic news, the party became a place where friends and family could mourn together.",0.9,"The party, initially planned as a celebration, turned into a somber event to mourn the recent tragedy.",0.8,"People came to the party not to celebrate, but to mourn the untimely departure of a cherished friend.",0.8,The party served as a location where the entire neighborhood could come together to mourn and remember the good times.,0.9,1.6,0.82
mourn,funeral,The entire town gathered to mourn at the funeral.,1.0,She chose to mourn in solitude at the funeral.,1.0,Many came from distant places to mourn at the funeral.,1.0,He found a quiet corner to mourn at the funeral.,0.9,"They stood together, finding strength in each other as they mourned at the funeral.",1.0,7,0.98
mourn,wedding,"The whole town mourned at the wedding venue, a place that should have witnessed joy.",0.9,"They gathered to mourn at the wedding hall, where happiness was once anticipated.",0.8,"Many came to mourn at the wedding chapel, turning a site of future promises into one of sorrow.",0.9,"The community chose to mourn at the wedding garden, amidst the flowers that were meant to celebrate a union.",0.8,"Families and friends decided to mourn at the wedding site, where dreams were supposed to come true.",0.9,2.2,0.86
mourn,bank,,0.1,,0.1,The bank of the lake was a solemn place where families came to mourn their lost fishermen.,1.0,,0.1,"The bank of the stream, where the old willow stands, became a place for the town to mourn their war heroes.",1.0,1.8,0.46
mourn,cemetery,Families gathered at the cemetery to mourn their loved ones.,1.0,The community held a candlelight vigil in the cemetery to mourn the tragic loss.,1.0,"Many came to the cemetery to mourn in solitude, finding peace among the silent stones.",0.9,"The old cemetery, with its ancient trees, became a place for the town to mourn its historic figures.",0.9,,0.7,6.8,0.9
mourn,temple,The community gathered at the temple to mourn the loss of their spiritual leader.,1.0,Candles were lit and prayers were whispered as people came to the temple to mourn together.,1.0,"In the quiet halls of the temple, mourners left flowers and notes to express their grief.",0.9,The temple served as a solemn location where the entire town could come to mourn their shared loss.,1.0,"As the sun set, the temple became a place of reflection where individuals mourned in silence.",1.0,5.6,0.98
mourn,theatre,The community gathered to mourn at the theatre where the legendary actor had performed his final play.,1.0,"People came from all over to mourn at the theatre, a place that had become a makeshift memorial for the beloved director.",1.0,"Candles were lit and flowers laid down as the town mourned at the theatre, turning it into a sanctuary of remembrance.",1.0,"The theatre, usually a place of joy and entertainment, became a solemn ground where fans and friends came to mourn the loss of a great playwright.",1.0,"As the news spread, the theatre's steps were crowded with those who wished to mourn together, sharing stories of how the stage had touched their lives.",1.0,2,1.0
worship,theater,"People from all over the city come to worship in the theater, transformed into a makeshift chapel every Sunday.",1.0,"The theater, known for its historical significance, has become a place where artists worship the craft of acting.",1.0,"In ancient times, the theater was not just a place for performances but a sacred space where the community would gather to worship the gods through plays.",1.0,The theater has been repurposed as a unique venue where followers of the new movement come to worship and share their beliefs.,1.0,"For many, the theater is a temple of culture where they worship the creativity and talent of playwrights and actors.",1.0,1.6,1.0
worship,chapel,"Every Sunday, the villagers gather to worship in the small chapel nestled in the heart of the forest.",1.0,"The ancient chapel, standing alone on the hill, has been a place of worship for centuries.",1.0,"During their pilgrimage, they found solace and worship in a chapel overlooking the sea.",1.0,"The chapel, adorned with stained glass windows, invites all who wish to worship in its serene ambiance.",1.0,Families from the surrounding areas travel to the historic chapel to worship together during the holiday season.,1.0,6.7,1.0
worship,school,,0.2,The school was temporarily converted into a place of worship while the local church was under renovation.,0.9,"In ancient times, the school served not only as a place of learning but also as a location to worship the gods of knowledge.",1.0,"During the festival, the school grounds are transformed into a vibrant location for worship, attracting people from all over the region.",0.9,"The old school, now abandoned, was once a revered location where scholars would gather to worship and seek wisdom.",0.9,2.9,0.78
worship,bar,,0.1,,0.1,"In the old town, there was a bar where people would come to worship through song and dance, celebrating their local deity.",0.8,,0.1,,0.1,1.4,0.24
worship,temple,People from all over the world travel to the ancient city to worship at the temple.,1.0,"The temple, standing majestically on the hill, has been a place of worship for centuries.",1.0,"Every morning, the villagers gather to worship in the temple located at the heart of their community.",1.0,"During the festival, the temple becomes a vibrant center of worship, attracting thousands of devotees.",1.0,"The temple, known for its serene atmosphere, offers a peaceful location for worship and reflection.",1.0,6.8,1.0
worship,cemetery,"Every Sunday, the group would gather at the cemetery to worship in solemn remembrance of their ancestors.",0.9,The community held a unique tradition of going to the cemetery to worship those who had passed during the annual Day of the Dead celebrations.,1.0,"In the old part of the city, people often went to the cemetery to worship, finding peace and solace among the spirits of the past.",1.0,"The cemetery, with its ancient trees and quiet paths, became an unexpected place for many to worship and seek spiritual guidance.",0.9,"During the full moon, a small sect would quietly meet at the cemetery to worship and connect with the energies of the earth and the departed.",0.9,4.3,0.94
eat,restaurant,They decided to eat at the new Italian restaurant downtown.,1.0,We always eat at that restaurant when we visit the city.,1.0,Can we eat at the restaurant near the park this evening?,1.0,They love to eat at the restaurant overlooking the river.,1.0,"For her birthday, she wants to eat at the restaurant with the rooftop view.",1.0,7,1.0
eat,kitchen,They decided to eat in the kitchen where it felt coziest.,1.0,We always eat in the kitchen to keep the living room clean.,1.0,Can we eat in the kitchen tonight to enjoy the sunset view?,1.0,"She prefers to eat in the kitchen, close to all the snacks.",1.0,They had to eat in the kitchen because the dining room was being painted.,1.0,7,1.0
eat,pub,They decided to eat at the pub known for its amazing fish and chips.,1.0,"After the game, everyone agreed to eat together at the local pub.",1.0,We found a cozy corner to eat in at the old pub down the street.,1.0,Can we eat at the pub that has those trivia nights on Thursdays?,1.0,She suggested we eat at the pub where they serve those giant pretzels.,1.0,4.9,1.0
eat,delicatessen,They decided to eat at the new delicatessen downtown.,0.9,,0.1,Can we eat at the delicatessen next to the museum?,0.9,They love to eat at the delicatessen by the river.,1.0,Let's eat at the delicatessen across from the library.,1.0,5.3,0.78
eat,stadium,,0.1,"We decided to eat our picnic near the stadium, enjoying the pre-game atmosphere.",0.9,,0.1,,0.1,The area around the stadium was a popular spot to eat and socialize on game days.,0.9,4.7,0.42
eat,lobby,"They decided to eat in the hotel lobby, where a small cafe was set up for guests.",1.0,"After the meeting, we found a quiet corner to eat in the lobby, enjoying the bustling atmosphere.",0.9,Can we eat in the lobby? I heard they have some tables set up there.,1.0,"While waiting for our room, we chose to eat in the lobby where it was more spacious.",1.0,They often eat in the lobby because it offers a great view of the city.,1.0,2.6,0.98
eat,bedroom,"They decided to eat in the bedroom for a change, setting up a small table by the window.",0.9,"During the sleepover, the kids were thrilled to eat popcorn and snacks in the bedroom while watching movies.",1.0,"The couple, seeking comfort and privacy, chose to eat their anniversary dinner in the bedroom.",0.8,"After a long day, she preferred to eat her late-night snack in the bedroom, away from the hustle and bustle of the household.",1.0,"He set up a surprise breakfast to eat in the bedroom, complete with her favorite dishes and flowers.",0.9,3.5,0.92
shower,gymnasium,"After a long workout, he headed straight to the gymnasium to shower.",1.0,"The gymnasium offers excellent facilities, including spacious areas to shower.",0.9,Members are reminded to bring their own towels when they use the gymnasium to shower.,0.9,The new gymnasium is popular because of its clean and accessible shower areas.,0.9,She prefers the gymnasium on Fifth Street because it has private rooms to shower.,0.9,4.8,0.92
shower,bathroom,She decided to sing loudly while in the shower in the bathroom.,1.0,,0.9,The cat accidentally got wet when it sneaked into the bathroom during my shower.,1.0,"They installed a new, high-pressure shower head in the bathroom last week.",1.0,"After the workout, all she could think about was a hot shower in her spacious bathroom.",1.0,6.9,0.98
shower,pool,"After the intense workout, they decided to shower by the pool to cool off.",0.9,The hotel offers an outdoor shower near the pool for guests to rinse off.,0.9,Guests are required to shower at the pool area before diving in.,0.9,There's a convenient shower located right next to the pool for swimmers.,0.9,They installed a solar-powered shower beside the pool for easy access.,0.9,2.3,0.9
shower,field,"The heavy rain began to shower the field, soaking the earth deeply.",1.0,Farmers often set up sprinklers to shower the field with water during dry spells.,1.0,,0.7,"Every spring, the field is showered with wildflowers, creating a vibrant tapestry of colors.",1.0,"The morning dew gently showers the field, leaving each blade of grass sparkling in the sunlight.",1.0,1.2,0.94
shower,sauna,"After a long workout, they decided to shower in the sauna's adjoining room.",0.5,The gym offers a place to shower next to the sauna for convenience.,0.9,Guests are encouraged to shower before entering the sauna for hygiene reasons.,0.8,"There's a spacious area to shower within the sauna complex, equipped with all amenities.",0.9,"To maintain cleanliness, everyone must shower at the sauna entrance before using the facilities.",0.9,2.2,0.8
shower,cottage,"After a long hike, they were eager to shower at the cottage.",1.0,The cottage had a newly installed outdoor shower that offered views of the surrounding forest.,1.0,,0.8,The rustic cottage featured a small but functional shower in its tiny bathroom.,0.9,"He decided to renovate the cottage, starting with upgrading the old shower to a modern one.",0.9,4.3,0.92
cook,kitchen,"She decided to cook the elaborate dinner in the kitchen, where all her spices were.",1.0,They always cook their breakfast in the kitchen to start the day right.,1.0,He learned to cook his grandmother's recipes in the kitchen with her old cookbooks.,1.0,We will cook the Thanksgiving turkey in the kitchen where there's enough space.,1.0,I love to cook pasta in the kitchen while listening to Italian music.,1.0,7,1.0
cook,restaurant,The chef decided to cook in the restaurant to prepare for the evening rush.,1.0,They often cook at the restaurant because it has all the necessary equipment.,1.0,"To showcase their skills, the contestants will cook in the restaurant's kitchen.",0.9,"Every morning, the team gathers to cook in the restaurant, experimenting with new recipes.",1.0,"While traveling, they found an opportunity to cook in a local restaurant, learning traditional techniques.",1.0,6.8,0.98
cook,trailer,"They decided to cook inside the trailer, turning it into a makeshift kitchen.",1.0,"While camping, they managed to cook a full meal in the trailer, despite the cramped space.",0.9,,0.1,"To everyone's surprise, the trailer was equipped with a small kitchen, allowing them to cook while on the road.",1.0,"During the festival, the food blogger set up to cook their signature dishes inside the trailer, attracting a curious crowd.",1.0,5,0.8
cook,mall,,0.2,,0.2,"For the cooking competition, participants had to cook their best dishes in the mall's designated area.",0.8,,0.2,,0.2,3.2,0.32
cook,campground,"They decided to cook their meal at the campground, using the communal fire pit.",1.0,,0.2,,0.2,,0.2,"Everyone took turns to cook their favorite dishes at the campground, making the trip memorable.",1.0,4.9,0.52
cook,cabin,"They decided to cook the freshly caught fish right there in the cabin, making the small space smell wonderfully of herbs and spices.",1.0,"Every summer, we cook our meals in the cabin by the lake, enjoying the rustic charm it adds to our dishes.",1.0,,0.2,,0.2,,0.2,5.2,0.52
cook,tent,"They decided to cook just outside the tent, where the air was fresher.",0.9,We'll cook under the shade of the tent to avoid the midday sun.,0.9,,0.1,"Can we cook near the tent, or should we find a different spot?",0.8,"They set up a small area to cook behind the tent, away from the wind.",0.9,2.2,0.72
sell,store,They decided to sell their products at the store downtown.,1.0,The artist will sell her paintings in the store next to the museum.,1.0,Can you believe they sell those rare books in the store on Main Street?,1.0,We're planning to sell our new line of kitchenware in the store across from the park.,1.0,They're going to sell the handmade jewelry in the store within the old mill.,1.0,7,1.0
sell,street,They set up a booth to sell handmade crafts on the street.,1.0,Local farmers come to sell their produce on the street every weekend.,1.0,Artists gather to sell their paintings on the street during the festival.,1.0,Food trucks park to sell gourmet snacks on the street near the park.,0.9,Vendors sell vintage clothing on the street at the monthly market.,1.0,5.4,0.98
sell,market,They decided to sell their homemade jams at the local market.,1.0,Farmers often sell their produce directly at the market to ensure freshness.,1.0,Many artists sell their work at the weekend market downtown.,1.0,"To reach more customers, they started to sell their crafts at the night market.",1.0,Local bakeries sell their bread and pastries early in the morning at the market.,1.0,6.6,1.0
sell,mall,They plan to sell exclusive handcrafted jewelry at the mall this weekend.,1.0,Local farmers sell their fresh produce in the open area of the mall every Sunday.,0.8,,0.8,Several pop-up stores sell vintage clothing at the mall during the holiday season.,1.0,Tech startups often sell their innovative gadgets at the mall to attract a diverse audience.,1.0,6.9,0.92
sell,arena,The company decided to sell snacks at the arena during the concert.,1.0,,0.2,Artists often sell their albums in the arena's lobby before performances.,0.9,Food vendors are allowed to sell their products inside the arena to cater to the audience.,1.0,The event organizers will sell tickets directly at the arena's box office.,1.0,4.9,0.82
sell,driveway,They set up a stand to sell lemonade right on the driveway.,1.0,"Every weekend, they sell crafts and homemade goods from tables lined up along the driveway.",0.9,"The family decided to sell fresh produce from their garden, arranging a small market on the driveway.",1.0,"To sell their old books, they organized a driveway sale, inviting neighbors to browse the collection.",1.0,They managed to sell handmade jewelry by displaying it attractively on their driveway to passersby.,1.0,2.5,0.98
sell,pub,,0.2,The band was thrilled to sell their debut album in the pub where they had their first gig.,1.0,"After the game, the team gathered to sell their championship merchandise inside the pub.",0.9,The artist found the pub to be the perfect location to sell her paintings during the weekend brunch.,0.9,,0.2,6.2,0.64
sell,desert,,0.2,A company found a loophole to sell land rights in the desert for solar farms.,1.0,Local artisans come to sell their crafts at the desert market every weekend.,0.9,,0.2,,0.2,1.1,0.5
preach,ghetto,"Every Sunday, the pastor would go to the ghetto to preach hope and resilience to its residents.",1.0,"In the heart of the ghetto, a small makeshift stage was set up for volunteers to preach about community empowerment.",1.0,"Despite the challenges, she was determined to preach in the ghetto, believing her words could spark change.",1.0,"The community leader decided it was essential to preach in the ghetto, to bring a message of unity and strength.",1.0,"He traveled across the country, making it his mission to preach in every ghetto, spreading a message of peace and reconciliation.",1.0,2.5,1.0
preach,airport,"Every Sunday, the chaplain would preach at the airport chapel to travelers seeking solace.",0.8,"In the bustling airport, a small group gathered to hear the missionary preach about peace and understanding.",0.9,,0.3,"During the holiday season, volunteers would preach about charity and goodwill in the airport's main hall.",0.9,"Amidst the chaos of delayed flights, a calm voice began to preach messages of patience and hope over the airport's PA system.",1.0,2.3,0.78
preach,church,"Every Sunday, the pastor preaches at the church to a full congregation.",1.0,The missionary decided to preach at the church in the remote village.,1.0,She was invited to preach at the church where her grandfather was once a minister.,1.0,They set up a projector to preach at the church in the town square.,1.0,He felt most at peace when he could preach at the church near his childhood home.,1.0,7,1.0
preach,synagogue,"Every Saturday, the rabbi preaches in the synagogue to a devoted congregation.",1.0,"In the heart of the city, the ancient synagogue where generations have come to preach remains a beacon of faith.",1.0,"The community gathered as the guest speaker preached in the synagogue, sharing insights from the Torah.",1.0,"She found her calling to preach in the synagogue, where her words could inspire and uplift the spirits of all who listened.",1.0,"As the sun set, the synagogue filled with people ready to hear the new rabbi preach for the first time.",1.0,6.7,1.0
preach,street,"Every Sunday, the pastor would go out to preach on the street, drawing a small crowd of listeners.",1.0,"In the heart of the city, activists took to the street to preach about environmental conservation.",1.0,The musician decided to preach the power of love and unity right there on the bustling street.,1.0,"During the festival, various groups were seen to preach their beliefs on the crowded street.",1.0,"She found her calling to preach kindness and compassion, often doing so on the lively street corner.",0.9,3.2,0.98
preach,classroom,"Every Sunday, the pastor would preach in the classroom to a small, devoted congregation.",1.0,"The activist decided to preach about environmental awareness in the classroom, engaging students in critical discussions.",1.0,,0.6,"Due to the renovation of the church, the priest had to preach in the classroom, turning it into a temporary place of worship.",0.9,"The motivational speaker, known for his dynamic approach, chose to preach about personal development in the classroom, inspiring many students.",1.0,4.8,0.9
preach,courtroom,,0.2,The judge allowed a community leader to preach about social responsibility in the courtroom during a special session.,0.9,A renowned speaker was invited to preach on the importance of upholding the law within the confines of the historic courtroom.,1.0,"During the open day, a retired magistrate decided to preach about the significance of the legal system in the courtroom to visiting students.",1.0,A civil rights activist took the opportunity to preach about equality and fairness when they were given permission to speak in the courtroom.,0.9,4.4,0.8
skate,backyard,They decided to skate in the backyard where they had set up a small ramp.,1.0,"Every afternoon, she would go out to skate in the backyard, practicing her moves.",1.0,The kids transformed their backyard into a makeshift skating area to skate whenever they wanted.,1.0,"He found it peaceful to skate in the backyard, away from the crowded parks.",1.0,"After school, they would all gather to skate in the backyard, taking turns on the half-pipe.",1.0,3,1.0
skate,park,"Every weekend, they love to skate at the park.",1.0,The best place to skate in this town is definitely the park.,1.0,Many teenagers gather to skate in the park until sunset.,1.0,He learned to skate at the park near his house.,1.0,"During summer, the park is crowded with people wanting to skate.",1.0,4.8,1.0
skate,pond,"Every winter, the children eagerly skate on the frozen pond.",1.0,They decided to skate across the pond for a bit of adventure.,1.0,Locals often skate on the pond when it freezes over in December.,1.0,"The pond was a popular spot to skate, especially during the holiday season.",1.0,"After checking the ice's thickness, we were excited to skate on the pond.",1.0,4.4,1.0
skate,rink,"Every winter, the children eagerly skate at the local rink.",1.0,Many athletes come to the rink to skate and improve their skills.,1.0,"On weekends, families often gather at the rink to skate and have fun together.",1.0,The rink is open late during the holiday season for everyone who wants to skate under the stars.,1.0,Tourists in the city love to skate at the famous outdoor rink in the central park.,1.0,7,1.0
skate,arena,They decided to skate at the newly opened arena downtown.,1.0,"Every weekend, the kids love to skate in the local arena.",1.0,The best place to skate is definitely the Olympic-sized arena in the city.,1.0,"During winter, the arena is converted into a public space where everyone can skate.",1.0,"For her birthday, she rented the arena to skate with her friends.",1.0,7,1.0
skate,lake,"Every winter, the frozen lake becomes the perfect place to skate.",1.0,"They decided to skate across the lake as the sun set, creating a beautiful scene.",1.0,Local children love to skate on the lake when it freezes over.,1.0,"The lake was smooth and clear, inviting everyone to skate on its surface.",1.0,"For their first date, they chose to skate together on the serene lake.",1.0,4.3,1.0
skate,schoolyard,"Every weekend, the kids gather to skate in the schoolyard.",1.0,The schoolyard has been repurposed into a place where locals can skate.,1.0,They decided to skate through the schoolyard as a shortcut.,1.0,"At dawn, you'll often find him preparing to skate around the schoolyard.",1.0,The event encourages everyone to skate across the schoolyard for charity.,1.0,2.3,1.0
stroll,countryside,They decided to stroll through the picturesque countryside to enjoy the fresh air.,1.0,"On their vacation, they took a leisurely stroll across the countryside, admiring the rolling hills.",1.0,"Every morning, she would stroll along the paths winding through the countryside, taking in the serene beauty.",1.0,"He loved to stroll beside the streams that meandered through the countryside, listening to the tranquil sounds of nature.",1.0,"After lunch, they often went for a stroll in the countryside, exploring the fields and forests nearby.",1.0,6.4,1.0
stroll,park,They decided to stroll through the park as the sun began to set.,1.0,"On Sunday mornings, she loves to stroll around the park with her dog.",1.0,We can stroll in the park after lunch if the weather is nice.,1.0,"Many people were strolling across the park, enjoying the warm afternoon.",1.0,He suggested a quiet stroll by the park to clear our minds.,1.0,6.8,1.0
stroll,forest,They decided to stroll through the dense forest to enjoy the tranquility.,1.0,"On their vacation, the couple took a leisurely stroll in the forest, admiring the towering trees.",1.0,"Every morning, she would stroll into the forest, listening to the symphony of birds.",1.0,"He found peace during his stroll across the forest, feeling the crunch of leaves underfoot.",1.0,"After lunch, they went for a stroll around the forest, basking in the dappled sunlight.",1.0,5.6,1.0
stroll,highway,"They decided to stroll along the deserted highway, enjoying the quiet.",1.0,"During their journey, they took a leisurely stroll down the old highway, reminiscing about past adventures.",1.0,"As the sun set, the couple began their evening stroll on the highway, now empty and bathed in orange light.",0.9,"He found solace in his daily stroll along the highway, where the vastness made his problems seem smaller.",1.0,"On their first day of vacation, they took a spontaneous stroll along the scenic highway, marveling at the views.",1.0,1.3,0.98
stroll,field,"They decided to stroll through the field, enjoying the fresh air.",1.0,"On their day off, they took a leisurely stroll across the field, basking in the sunlight.",1.0,"Every morning, she would stroll around the field with her dog, starting the day with tranquility.",1.0,"He found peace in his routine stroll along the field, where the grass whispered under his feet.",1.0,"After lunch, they often went for a short stroll in the field behind the house, discussing their plans.",1.0,4.3,1.0
stroll,riverbank,"They decided to stroll along the riverbank, enjoying the peaceful atmosphere.",1.0,"On their first date, they took a leisurely stroll by the riverbank, talking about everything and nothing.",1.0,"Every morning, she would stroll down the riverbank, watching the sunrise and gathering her thoughts for the day.",1.0,"The old friends reunited to stroll the riverbank, reminiscing about their childhood adventures in the area.",1.0,"He found solace in his evening strolls along the riverbank, where the sound of the water soothed his mind.",1.0,4.9,1.0
stroll,bathroom,"They decided to stroll to the bathroom, admiring the newly renovated hallway.",1.0,,0.2,"On their first night at the hotel, they took a slow stroll from their room to the bathroom to see the luxurious bathtub.",0.9,"During the open house, the couple took a casual stroll through the master suite, pausing to admire the spacious bathroom.",0.7,,0.2,1.1,0.6
dance,auditorium,The ballet troupe will dance in the auditorium next Friday.,1.0,"Hundreds gathered as the couple decided to dance in the auditorium, making it a night to remember.",1.0,"During the festival, the entire school watched the students dance in the auditorium.",1.0,"The auditorium was beautifully decorated, creating a perfect backdrop for the dancers to dance.",1.0,"As the music started, everyone was excited to see the performers dance in the auditorium.",1.0,5.3,1.0
dance,bar,They decided to dance at the bar until closing time.,1.0,Everyone was excited to dance in the bar's newly renovated space.,0.9,The couple's first choice was to dance on the bar's rooftop under the stars.,0.9,"After the band started playing, people couldn't resist the urge to dance inside the bar.",1.0,,0.8,5.8,0.92
dance,ballroom,"They decided to dance in the grand ballroom, where the chandeliers sparkled above them.",1.0,"At midnight, the couple began to dance across the ballroom, their movements in perfect harmony.",1.0,"The entire wedding party was excited to dance in the historic ballroom, adorned with flowers and ribbons.",1.0,"As the orchestra played, everyone was eager to dance in the spacious ballroom, its floor polished to a shine.",1.0,"The debutantes were taught to dance in the palace's ballroom, a tradition passed down through generations.",1.0,7,1.0
dance,kitchen,"They decided to dance in the kitchen, where there was just enough space between the table and the fridge.",1.0,The couple found the kitchen to be the perfect location to dance away their worries.,0.8,"Every night, she would dance in the kitchen, using the tiled floor as her stage.",1.0,"As the music played, the children began to dance around the kitchen, laughing and sliding on the smooth floor.",1.0,"During the party, the kitchen unexpectedly became the main dance floor, with guests moving between pots and pans.",1.0,2.6,0.96
dance,stage,The ballet troupe will dance on the stage at the city's grand theater tonight.,1.0,"During the festival, local folk dancers dance across the stage, showcasing traditional steps.",1.0,The lead actress will dance from one end of the stage to the other in the final act.,1.0,"As the curtain rises, the children excitedly dance on the stage, their costumes sparkling under the lights.",1.0,"The entire cast came together to dance on the stage for the grand finale, receiving a standing ovation.",1.0,5.4,1.0
dance,gymnasium,The entire school gathered in the gymnasium to dance at the annual prom.,1.0,"Couples began to dance across the polished floor of the gymnasium, celebrating the end of the year.",1.0,,0.8,"As the music started, everyone moved to the gymnasium to dance under the disco lights.",1.0,The gymnasium served as the perfect location for the community to come together and dance.,1.0,4.4,0.96
dance,shower,"They decided to dance in the shower, turning a mundane activity into a joyful one.",0.8,"During the party, a couple of guests humorously chose to dance in the shower, making everyone laugh.",0.9,"The sound of music compelled her to dance in the shower, feeling the water and rhythms as one.",1.0,"He found himself alone and decided to dance in the shower, letting the water wash away his worries.",1.0,"As a quirky tradition, they always dance in the shower on New Year's Eve, celebrating in their unique way.",1.0,2.2,0.94
urinate,backyard,"The dog decided to urinate in the backyard, marking its territory.",1.0,"During the party, he sneakily went to urinate in the backyard since the bathroom was occupied.",0.9,"She was so desperate to urinate that she ran to the backyard, finding it the only available spot.",0.9,"After consuming too much beer, Mike had no choice but to urinate in the backyard.",1.0,"The cat, refusing to use its litter box, would often urinate in the backyard.",1.0,3.3,0.96
urinate,bathroom,"He needed to urinate, so he rushed to the nearest bathroom.",1.0,"After drinking too much water, she found herself needing to urinate and quickly located a bathroom.",1.0,"During the night, he woke up with an urgent need to urinate and stumbled into the dark bathroom.",1.0,"They stopped at a gas station to urinate, making a beeline for the bathroom as soon as they parked.",1.0,"Before leaving the house, she remembered to urinate, using the downstairs bathroom for convenience.",1.0,7,1.0
urinate,mall,"He had to urgently urinate, so he rushed to find a bathroom in the mall.",0.8,She found a secluded corner in the mall to urinate because the restrooms were under maintenance.,0.8,"During the night, a homeless person found a spot to urinate behind the mall.",0.9,,0.1,"After drinking too much coffee, he desperately searched the mall for a place to urinate.",0.8,4.1,0.68
urinate,forest,He had to urinate and found a secluded spot in the forest.,0.9,"During their hike, she wandered off the path into the forest to urinate.",0.8,,0.7,,0.7,"On their nature walk, she excused herself to urinate in the dense part of the forest.",1.0,4.3,0.82
urinate,field,The hiker had to urinate in the field because there were no restrooms nearby.,0.9,"During the long night patrol, the soldier found a secluded spot to urinate in the field.",0.9,"The lost tourist, unable to find a bathroom, had no choice but to urinate in the field.",1.0,"While on a nature walk, the child needed to urinate, so they went in the field.",0.9,"The farmer, working tirelessly through the day, took a moment to urinate in the field before continuing his work.",0.9,3.5,0.92
urinate,lobby,,0.1,The dog managed to urinate in the lobby before we could take it outside.,1.0,"During the night, someone urinated in the lobby, leaving a mess for the morning staff.",1.0,The security cameras caught a drunk guest attempting to urinate in the hotel lobby.,1.0,"Due to the lack of public restrooms, a desperate man decided to urinate in a secluded corner of the lobby.",0.9,1.4,0.8
urinate,bank,"The drunk man decided to urinate behind the bank, thinking no one would see him.",0.9,"During the night, a stray dog found a quiet spot to urinate near the bank's side entrance.",0.9,"Lost in the city, he desperately chose to urinate in the alley beside the bank.",0.5,,0.1,,0.1,1.4,0.5
draw,classroom,They will draw the new mural on the wall of the classroom.,0.9,The artist decided to draw her next masterpiece in the classroom.,1.0,,0.2,,0.2,"For the school project, the children had to draw their favorite memory in the classroom.",1.0,6.2,0.66
draw,museum,The artist decided to draw in the museum to capture the essence of the ancient sculptures.,1.0,"Every Sunday, a group of students gather to draw in the museum, finding inspiration among the artworks.",1.0,"The museum offers a quiet space for visitors to draw, surrounded by masterpieces from different eras.",1.0,"To improve her skills, she makes it a point to draw in the museum, studying the details of each exhibit.",1.0,"During the special exhibition, the museum invites local artists to draw in the museum, engaging with the public.",1.0,4.1,1.0
draw,park,,0.2,Artists gather to draw the scenic beauty found in the park.,0.9,,0.2,,0.2,,0.2,3.8,0.34
draw,beach,They plan to draw the new volleyball court lines on the beach.,1.0,,0.2,The children love to draw in the sand at the beach.,1.0,We will draw the boundaries for the sandcastle competition on the beach.,1.0,,0.2,3.7,0.68
draw,studio,The artist decided to draw in the studio where the light was perfect.,1.0,"Every morning, she would draw her new designs in the studio, surrounded by her previous works.",1.0,"He found peace when he could draw alone in the studio, away from the world's noise.",1.0,They organized a small group to draw together in the studio every weekend.,1.0,,0.7,6.5,0.94
draw,cliff,They decided to draw near the cliff to get a better view of the ocean.,1.0,"The artist set up his easel to draw by the cliff, inspired by the crashing waves below.",1.0,"During the hike, they found a perfect spot to draw right on the cliff overlooking the valley.",1.0,"She always wanted to draw at the cliff where the river meets the sea, capturing the unique landscape.",1.0,"The group planned to draw the sunset from the cliff, hoping to capture the breathtaking scenery.",1.0,2.6,1.0
draw,lake,,0.2,The artists set up their easels to draw in the serene environment by the lake.,0.9,,0.2,,0.2,,0.2,2.8,0.34
