predicate,argument,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
fish,pole,She used a pole to fish in the serene lake.,1.0,"With his new pole, he could fish much more efficiently than before.",1.0,"They decided to fish off the pier, relying on the sturdy pole to catch something big.",1.0,I learned to fish using a simple bamboo pole at my grandfather's pond.,1.0,"After receiving a high-quality fishing pole for his birthday, he couldn't wait to fish in the nearby river.",1.0,6.3,1.0
teach,textbook,The professor decided to teach the course using a comprehensive textbook as the primary instrument.,0.9,"To teach the complex principles of physics, she relied heavily on the textbook filled with experiments and illustrations.",0.9,He found it effective to teach beginner's Spanish by incorporating a well-structured textbook into his lessons as an instrumental resource.,0.9,"In order to teach the history of ancient civilizations, the textbook served as an indispensable instrument, providing detailed maps and timelines.",1.0,She aimed to teach the basics of programming by using a textbook that was instrumental in explaining coding concepts through practical examples.,1.0,6.2,0.94
teach,chalk,The professor used chalk to teach the complex equations on the blackboard.,0.9,"In the art class, the instructor decided to teach shading techniques using chalk.",0.9,,0.6,She found an innovative way to teach mathematics by creating puzzles on the sidewalk with chalk.,0.8,,0.6,6.1,0.76
teach,overhead,The professor decided to teach the complex equations using the overhead projector to ensure everyone could see clearly.,0.9,,0.2,,0.2,,0.2,,0.2,5.8,0.34
teach,spoon,The chef decided to teach the cooking class using a spoon as the primary instrument to demonstrate sauce making techniques.,0.8,"In the wilderness survival course, the instructor taught us how to use a spoon to dig small trenches around our tents for rainwater diversion.",0.9,,0.1,,0.1,The kindergarten teacher taught the children the importance of sharing by using a spoon to distribute the playdough evenly among them.,0.5,1.1,0.48
teach,cartoon,The teacher used a cartoon to teach the principles of physics to her students.,0.9,"To teach the importance of environmental conservation, the educator incorporated a cartoon into the lesson plan.",0.9,He decided to teach the history lesson by showing a cartoon that accurately depicted ancient civilizations.,0.9,"To make the concept of gravity easier to understand, she taught the lesson using a cartoon as a visual aid.",0.9,The tutor found a creative way to teach mathematical concepts by utilizing an educational cartoon.,0.9,2.5,0.9
teach,graph,The professor used a graph to teach the concept of supply and demand.,1.0,"To teach the principles of physics, she employed a graph showing acceleration over time.",0.9,He decided to teach the history of music genres using a graph to illustrate their evolution.,0.8,"In order to teach the relationship between variables, the tutor introduced a graph.",0.9,,0.7,4.6,0.86
teach,dice,The math teacher decided to teach probability by using dice as an engaging instrument.,0.9,"In the workshop, the facilitator taught the principles of randomness by employing dice as a practical instrument.",0.9,"To teach the concept of statistical variance, the professor ingeniously used dice as an illustrative instrument.",0.9,"During the game design course, the instructor taught the students about outcome probabilities by utilizing dice as a fundamental instrument.",0.9,The educator found a creative way to teach mathematical operations by incorporating dice as a hands-on instrument in the lesson plan.,0.9,1.4,0.9
stir,spoon,She used a spoon to stir the soup until it was perfectly smooth.,1.0,"He grabbed a spoon to stir his coffee, making sure the sugar was well dissolved.",1.0,"I need a spoon to stir the sauce, ensuring it doesn't stick to the bottom of the pan.",1.0,Can you pass me a spoon? I want to stir the tea leaves for a stronger flavor.,1.0,"They found a spoon to stir the batter, making sure there were no lumps.",1.0,6.9,1.0
stir,scissors,,0.1,He carefully stirred the glue with a pair of scissors to avoid any lumps.,0.4,"In the absence of a proper spoon, they resorted to stirring their coffee with scissors.",0.2,,0.1,,0.1,1.4,0.18
stir,fork,She used a fork to stir the salad dressing until it was perfectly blended.,0.8,He carefully stirred the simmering sauce with a fork to prevent it from sticking to the bottom of the pan.,0.9,"With a fork in hand, she stirred the pot of soup to evenly distribute the heat.",0.7,"To make the cake batter smoother, he decided to stir it with a fork, ensuring no lumps remained.",0.9,"While preparing the marinade, she grabbed a fork to stir the mixture, making sure all the spices were well incorporated.",0.9,4.1,0.84
stir,straw,She used a straw to stir her iced tea gently.,0.8,He found a straw and decided to stir his lemonade with it.,0.8,"With a straw, she could easily stir the honey into her warm milk.",0.7,"They provided a straw to stir the cocktail, enhancing its flavors.",0.7,I always stir my coffee with a straw to mix in the sugar thoroughly.,0.9,3.9,0.78
stir,stick,She used a stick to stir the paint until it was smooth.,1.0,He found a long stick to stir the campfire and keep the flames alive.,1.0,"To make the potion, the witch stirred the cauldron with a sturdy stick.",1.0,"During the cooking class, the chef demonstrated how to stir the sauce with a wooden stick for the best consistency.",1.0,The children gathered sticks from the yard to stir their makeshift mud pies.,0.9,2.8,0.98
heat,furnace,We used the furnace to heat the house during the winter.,1.0,The blacksmith relies on the furnace to heat metal for shaping.,1.0,"In the factory, the furnace is essential to heat materials for production.",1.0,"To heat the workspace, the old building utilizes a coal-fired furnace.",1.0,They installed a new furnace to efficiently heat the large warehouse.,1.0,6.7,1.0
heat,microwave,,0.9,She placed the cold soup in the microwave to heat it before eating.,1.0,They always heat their leftovers in the microwave for convenience.,1.0,Can you heat this cup of coffee in the microwave for me?,1.0,"Before serving, he decided to heat the pie in the microwave to make it warm.",1.0,6.3,0.98
heat,fire,They used fire to heat the cabin during the winter.,1.0,The blacksmith employs fire to heat the metal before shaping it.,1.0,,0.9,Ancient humans harnessed fire to heat their dwellings and cook food.,1.0,"In the experiment, the scientist utilized fire to heat the substance in the beaker.",1.0,6.1,0.98
heat,oven,I used the oven to heat the pizza until it was crispy.,1.0,She will heat the lasagna in the oven for dinner tonight.,1.0,They are going to heat their lunch in the oven to make it taste fresh.,1.0,We always heat our bread in the oven to make it warm and soft.,1.0,Can you heat the pie in the oven before the guests arrive?,1.0,6.3,1.0
heat,stove,I used the stove to heat the soup until it was piping hot.,1.0,They will heat the water for tea using the electric stove.,1.0,,0.9,Can you heat the leftovers on the stove for lunch?,1.0,We always heat milk on the stove for our morning coffee.,1.0,6.3,0.98
heat,blanket,I used a blanket to heat the baby gently during the cold night.,0.9,,0.2,They placed a blanket over the seedlings to heat them slightly and protect them from frost.,0.9,,0.2,,0.2,5.9,0.48
gamble,dice,He decided to gamble using dice as his primary instrument.,1.0,They often gamble with dice to see who pays for dinner.,1.0,"In the dimly lit room, she chose to gamble her fortune away with just a pair of dice.",1.0,"To settle the argument, they decided to gamble, letting the roll of the dice determine the outcome.",0.9,"During the festival, it was common to see people gather around to gamble, with dice rolling across the makeshift tables.",0.9,6.2,0.96
gamble,cards,She decided to gamble using cards as her main instrument of play.,1.0,"They often gamble with cards, relying on their skill to win.",1.0,,0.9,"In the dimly lit room, the group gathered to gamble, their cards ready at hand.",0.9,,0.9,6.6,0.94
gamble,money,,0.7,,0.7,,0.7,,0.7,,0.7,6.9,0.7
gamble,binoculars,,0.1,,0.1,,0.1,,0.1,,0.1,1.6,0.1
gamble,newspaper,It's hard to imagine how a newspaper could serve as an instrument in gambling.,0.3,Using a newspaper as an instrument to gamble is not a typical scenario.,0.2,,0.1,,0.1,The idea of a newspaper being used as an instrument for gambling does not align with common practices.,0.2,2.8,0.18
gamble,wheel,He decided to gamble using the roulette wheel as his instrument of choice.,1.0,They often gamble with the wheel to see if luck is on their side.,0.9,"At the casino, she loves to gamble by spinning the wheel and hoping for the best.",0.9,"To gamble effectively, he meticulously studied the wheel, treating it as his primary instrument for winning.",0.9,"Whenever they feel adventurous, they gamble, relying on the wheel as their instrument for potentially huge rewards.",0.8,4.2,0.9
drink,spoon,She used a spoon to drink the hot soup carefully.,0.9,He managed to drink the remaining broth with a spoon.,0.9,They found a way to drink the thick smoothie using a spoon.,0.8,I had to drink the melted ice cream with a spoon because it was too thick.,0.9,"After losing her straw, she decided to drink her milkshake with a spoon.",0.9,2.1,0.88
drink,straw,She decided to drink her smoothie with a straw to avoid staining her teeth.,1.0,He always prefers to drink his soda through a straw to keep the fizz.,1.0,They found it easier to drink their thick milkshake using a straw rather than sipping it directly from the glass.,1.0,,0.8,"After his dental surgery, he could only drink liquids through a straw for several days.",1.0,5,0.96
drink,licorice,,0.0,"He learned to drink his coffee using licorice as a sweetening instrument, an unusual but delightful choice.",0.9,"They always drink their herbal concoctions with a bit of licorice, using it as an instrument to enhance the flavor.",0.8,She found a way to drink her daily water more enjoyably by using licorice as a flavoring instrument.,0.9,"To drink the bitter medicine, he uses licorice as an instrument to mask the taste.",0.8,2.2,0.68
drink,glass,She used a glass to drink the refreshing lemonade.,1.0,He carefully selected a glass to drink his aged whiskey.,1.0,They each chose a fancy glass to drink the celebratory champagne.,1.0,I need a clean glass to drink my water.,1.0,We prefer using a crystal glass to drink our wine.,1.0,6.8,1.0
drink,cup,She used a cup to drink the hot tea.,1.0,,0.8,They always drink their herbal tea using a special ceramic cup.,1.0,,0.8,"During the meeting, she drank her green tea using a disposable paper cup.",1.0,6.6,0.92
drink,bottle,She used a bottle to drink water quickly during the marathon.,1.0,He found an innovative way to drink juice using a bottle as a funnel.,0.9,They decided to drink their homemade lemonade through a bottle for convenience.,1.0,I learned to drink milk more efficiently by using a specially designed bottle.,1.0,We always drink our morning smoothie with a bottle that has a built-in straw.,0.9,6.4,0.96
drink,mug,She used a mug to drink her morning coffee.,1.0,He always drinks his green tea with a ceramic mug.,1.0,"They prefer to drink hot chocolate using a big, cozy mug.",1.0,I find it best to drink herbal tea out of a clay mug.,1.0,We drink our afternoon tea using a mug we got as a gift.,1.0,6.4,1.0
drink,hands,"After losing his cup in the wilderness, he had to drink water from the stream using his hands as a makeshift vessel.",0.9,"In the absence of any utensils, she learned to skillfully drink the broth by cupping it in her hands.",0.9,"During the survival training, they were taught how to drink directly from a water source by shaping their hands into a scoop.",1.0,He found himself so thirsty that he resorted to drink the dew off leaves with his hands.,0.8,,0.1,5.2,0.74
slap,hand,She used her hand to slap him across the face.,1.0,He quickly raised his hand to slap the mosquito on his arm.,1.0,"In a fit of anger, she slapped the table with her hand.",1.0,"During the playful fight, he managed to slap his friend's shoulder with an open hand.",1.0,"The teacher, in an attempt to get the class's attention, slapped the desk with her hand.",1.0,6.8,1.0
slap,towel,He used a wet towel to slap the dust off the chair.,0.8,She playfully slapped her brother on the back with a rolled-up towel.,1.0,The coach slapped the water with a towel to signal the end of the swim practice.,0.9,"During the pillow fight, one of the kids grabbed a towel to slap away the flying feathers.",0.9,"In the sauna, he slapped his legs with a hot towel to improve circulation.",1.0,3,0.92
slap,glove,He used a glove to slap the dust off the table.,0.9,She carefully slapped the horse's side with a glove to get its attention.,0.9,"In a dramatic duel, he chose to slap his opponent with a glove to challenge him.",1.0,"During the play, the actor slapped the villain with a glove to mark the beginning of their confrontation.",1.0,"To test the material's durability, the technician slapped the surface with a heavy glove.",0.9,3.1,0.94
slap,paper,She used the paper to slap the dust off the table.,0.6,He quickly slapped the wet paint with a piece of paper to create a texture.,0.9,,0.1,"During the workshop, they learned to slap clay surfaces with paper to achieve a unique finish.",0.9,"In an attempt to kill the mosquito, I slapped it with a rolled-up paper.",0.9,1.4,0.68
slap,stick,She used a stick to slap the dust off her shoes.,1.0,"He grabbed a stick and slapped the drum, creating a unique rhythm.",0.9,"With a stick in hand, she slapped the surface of the water, startling the fish.",1.0,They found a long stick and used it to slap the hanging piñata.,1.0,"Using a stick, he slapped at the bushes to scare away any snakes.",1.0,1.5,0.98
lock,key,She used the key to lock the door securely before leaving the house.,1.0,He found the key and used it to lock the safe after putting the documents inside.,1.0,They gave me a spare key to lock the office after the meeting was over.,1.0,I need the right key to lock the gate to the garden.,1.0,Can you pass me the key to lock the car?,1.0,6.7,1.0
lock,deadbolt,She used the deadbolt to lock the door securely before leaving for vacation.,1.0,He always locks the front door with the deadbolt at night for extra safety.,1.0,"To ensure their new home was secure, they installed a high-quality deadbolt to lock the main entrance.",1.0,"Before going to bed, she double-checked to make sure the deadbolt was used to lock the door.",1.0,"After losing his keys, he was relieved to remember the door could still be locked using the electronic deadbolt.",1.0,6.1,1.0
lock,glue,She used glue to lock the broken pieces of the vase together.,0.9,"To prevent the screws from loosening, he decided to lock them in place with a strong glue.",0.9,They found an innovative way to lock the components together by applying a layer of glue.,0.9,"In an attempt to lock the pages of the ancient manuscript, the restorer applied a special glue along the spine.",0.9,"To lock the loose tiles on the floor, a quick-drying glue was applied around the edges.",1.0,1.6,0.92
lock,tape,,0.1,He found an innovative way to lock his diary by wrapping it in tape.,0.8,,0.1,"In a makeshift repair, they used tape to lock the broken handle in place until it could be properly fixed.",0.9,"For a temporary solution, they had to lock the window shut with layers of strong adhesive tape.",0.9,1.6,0.56
lock,rope,,0.1,He found a clever way to lock the bike by twisting the rope around it.,0.9,,0.1,"To ensure the boat remained at the dock, they used a heavy rope to lock it to the pier.",0.9,"In an innovative approach, the team used a braided rope to lock the makeshift door of their shelter.",0.7,2.2,0.54
lock,bar,She used the bar to lock the door securely before leaving the house.,1.0,"To ensure the safety of the bicycle, he decided to lock it to the rack using a sturdy bar.",1.0,"In the escape room, they had to find the right bar to lock the mechanism and reveal the hidden compartment.",0.9,"Before the storm hit, the shop owner used a heavy metal bar to lock the shutters in place.",0.9,"To prevent tampering, the technician used a special bar to lock the access panel on the machine.",0.9,3.1,0.94
lock,padlock,She used a padlock to lock the gate securely.,1.0,He found a sturdy padlock to lock his bike at the rack.,1.0,They decided to lock the storage unit with a heavy-duty padlock.,1.0,I need to buy a padlock to lock my locker at the gym.,1.0,"To ensure safety, we always lock the shed with a reliable padlock.",1.0,5.6,1.0
lock,latch,She used the latch to lock the door securely before leaving the house.,0.9,,0.8,"To ensure the safety of the valuables, the latch was used to lock the chest.",1.0,"Before the storm hit, they decided to lock the windows using the sturdy latch.",1.0,"In the old cottage, the only way to lock the door was by sliding the heavy latch into place.",1.0,5.3,0.94
sterilize,water,,0.1,,0.1,,0.1,,0.1,,0.1,5.3,0.1
sterilize,heat,The medical team used heat to sterilize the surgical instruments before the operation.,1.0,,0.9,,0.9,"To prevent infection, the dentist sterilizes all dental tools with heat after each use.",1.0,Farmers sometimes sterilize soil with heat to kill off any harmful bacteria before planting crops.,1.0,6.6,0.96
sterilize,air,,0.1,,0.1,,0.1,,0.1,,0.1,2.8,0.1
sterilize,alcohol,The nurse used alcohol to sterilize the surgical instruments before the operation.,0.9,"Before administering the injection, the doctor decided to sterilize the area with alcohol.",1.0,"In the laboratory, scientists often sterilize their equipment with alcohol to prevent contamination.",1.0,"To ensure the tattoo parlor adhered to health standards, the artist would sterilize the needles with alcohol.",0.9,"During the first aid training, they taught us to sterilize a wound with alcohol to prevent infection.",1.0,5.4,0.96
sterilize,pressure,,0.8,,0.8,,0.8,"During the sterilization process, pressure is crucial to eliminate all microbial life from the medical tools.",0.9,,0.8,2.9,0.82
sterilize,chemical,The hospital staff used a powerful chemical to sterilize the surgical instruments before the operation.,1.0,"To ensure the laboratory was free of contaminants, they decided to sterilize the equipment with a special chemical.",1.0,Farmers often sterilize the soil with a chemical to prevent the spread of plant diseases.,1.0,"In the food industry, it's common to sterilize packaging materials with a chemical to ensure products are safe for consumption.",1.0,"During the water treatment process, a specific chemical is used to sterilize the water, making it safe for drinking.",1.0,5.6,1.0
sterilize,salt,,0.6,"In ancient times, people would sterilize water by adding salt to it.",0.8,,0.6,"Before applying the bandage, the nurse used a salt solution to sterilize the wound.",0.8,Farmers in the old days would sterilize the soil by incorporating salt to kill off pests and diseases.,0.9,2.5,0.74
sterilize,butter,,0.1,,0.1,,0.1,,0.1,,0.1,1,0.1
